student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
1128,PhD,Economics,1,Classical ML,Software Engineer Backend,Core Product Engineering,Career Switch/Upskilling,6.27,74.0,0,4.5,2.9,5.3,3.3,59.6,32.2,53.2,36.9,47.6,36.0,40.1,67.2,58.0,4,2,1,0,0,1,40.5,38.2,37.3,36.9,39.0,29.0,50.3,70.0,Good,39.7,0.07
1129,BS (Data Science & AI),Electronics & Instrumentation,2,Computer Vision,Data Analyst,Analytics/Data Services,Higher Studies/Research,7.83,80.9,0,3.1,1.9,5.8,6.4,69.2,100.0,90.1,75.3,91.6,75.5,67.9,50.1,63.0,4,0,0,1,5,2,59.1,72.0,24.1,49.0,36.3,49.4,74.3,75.0,Good,51.9,0.3799
1130,B.Tech/B.E.,Pharmacy,1,NLP,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,7.61,84.2,0,4.4,1.9,5.4,6.1,75.7,49.5,65.5,34.6,61.0,39.4,76.9,77.4,81.1,4,2,3,2,1,1,39.7,47.4,39.9,61.2,37.7,46.8,55.2,79.0,Good,48.9,0.518
1131,BS (Data Science & AI),Environmental Engineering,4,Data Engineering,Data Analyst,Core Product Engineering,Job Placement,7.48,57.2,3,1.1,0.9,6.3,4.3,69.3,29.5,28.1,34.1,52.2,2.9,67.5,69.2,54.4,2,1,0,0,0,0,14.2,43.9,50.3,6.9,39.1,21.4,25.6,64.6,Average,33.1,0.077
1132,MSc,Civil Engineering,3,Classical ML,NLP Engineer,GenAI Startups,Higher Studies/Research,6.8,67.0,0,2.6,1.2,8.4,4.1,58.4,51.9,37.4,48.5,58.9,20.8,66.4,60.0,81.3,0,2,3,0,0,0,47.9,37.2,48.5,26.3,37.4,28.7,32.7,73.7,Good,36.7,0.6532
1133,MCA,Statistics,4,Robotics,AI/ML Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.82,93.0,0,6.0,2.6,6.2,4.1,78.3,78.8,66.7,66.9,57.3,52.1,70.0,87.8,83.4,8,1,4,1,2,0,58.3,63.0,38.7,37.5,64.2,52.3,85.7,80.0,Good,54.8,0.7686
1134,BCA,Information Technology,4,Classical ML,Conversational AI Engineer,AI/ML Product Companies,Job Placement,6.47,52.3,2,5.0,1.8,6.1,6.5,68.5,38.2,29.0,46.7,64.1,31.6,40.7,62.3,66.3,2,1,2,0,0,0,40.6,30.6,44.3,27.2,29.2,28.5,54.6,62.6,Average,28.2,0.2252
1135,B.Tech/B.E.,Metallurgical Engineering,2,Robotics,Prompt Engineer,GenAI Startups,Freelance/Remote Work,7.08,84.8,2,5.8,2.9,5.1,2.9,78.8,67.4,60.8,64.2,52.0,62.6,64.3,53.9,55.4,2,2,3,2,4,0,44.0,62.1,43.6,50.2,50.6,53.8,61.2,79.8,Good,42.7,0.6293
1136,B.Tech/B.E.,Mathematics & Computing,1,NLP,AI/ML Engineer,GenAI Startups,Government Exams,6.68,58.8,2,4.2,3.6,6.4,7.6,63.7,49.2,70.8,42.5,44.8,61.3,63.8,67.4,74.1,4,2,2,2,2,1,39.3,41.3,63.3,38.0,34.3,35.2,64.4,60.2,Average,48.9,0.8546
1137,BCA,Electronics & Communication,2,Computer Vision,MLOps Engineer,Core Product Engineering,Higher Studies/Research,8.04,82.6,0,3.7,1.9,5.8,4.9,68.2,46.9,30.5,37.1,70.8,50.9,61.3,57.5,70.7,1,1,1,0,1,1,28.2,25.6,45.8,14.2,39.4,22.0,27.1,76.6,Good,40.5,0.1698
1138,B.Tech/B.E.,Pharmacy,2,Data Engineering,Data Analyst,FinTech,Career Switch/Upskilling,6.81,70.0,1,3.3,1.6,6.1,3.0,66.3,58.6,65.6,44.2,50.1,18.6,75.0,50.2,78.4,0,0,2,1,2,0,31.5,44.6,37.9,20.5,21.0,31.8,50.0,70.2,Good,46.4,0.5319
1139,BCA,Computer Science,2,NLP,AI Research Scientist,Research Labs/Academia,Government Exams,7.62,80.0,0,4.5,1.5,6.7,3.0,62.1,80.5,61.7,72.0,66.6,62.3,62.3,68.0,67.4,5,0,2,2,2,2,43.6,70.8,47.1,45.9,52.9,57.0,41.5,72.3,Good,51.8,0.3983
1140,MCA,AI & Data Science,3,Applied Research,Conversational AI Engineer,Research Labs/Academia,Entrepreneurship/Startup,6.33,88.2,0,3.0,1.7,7.0,6.8,68.4,81.9,84.3,73.8,34.5,42.6,65.2,50.9,63.4,5,2,2,2,4,0,54.8,67.0,41.7,50.3,49.1,44.3,53.3,69.9,Average,54.3,0.4295
1141,B.Tech/B.E.,Electrical Engineering,4,MLOps,Cloud DevOps Engineer,Core Product Engineering,Job Placement,6.93,64.8,2,2.3,2.0,6.2,4.5,79.1,35.8,45.1,58.5,59.4,36.2,52.2,47.9,65.1,2,1,3,1,0,1,22.3,41.7,49.6,26.9,43.6,33.5,38.1,55.9,At-Risk,29.7,0.3145
1142,M.Tech/M.E.,AI & Data Science,3,Generative AI,Conversational AI Engineer,GenAI Startups,Higher Studies/Research,5.89,80.1,2,4.6,0.7,7.0,5.5,57.8,48.0,44.4,53.6,18.5,38.9,51.3,79.1,70.5,2,1,2,1,0,0,35.8,35.2,45.2,25.4,31.2,29.9,38.0,58.7,Average,27.1,0.1408
1143,M.Tech/M.E.,Statistics,4,Robotics,AI Product Manager,AI/ML Product Companies,Job Placement,5.27,69.3,1,2.8,1.7,6.0,6.1,59.9,48.1,57.3,54.2,32.3,48.3,50.7,70.4,45.8,1,0,0,0,0,0,26.3,50.3,45.3,16.2,24.4,31.8,22.1,59.5,At-Risk,29.8,0.457
1144,B.Tech/B.E.,Pharmacy,4,Generative AI,NLP Engineer,AI/ML Product Companies,Job Placement,5.88,67.4,0,4.3,2.0,5.0,4.8,53.4,41.0,37.6,46.7,53.0,41.4,48.3,56.8,59.0,4,1,2,0,0,0,22.9,52.0,53.3,25.9,29.6,36.2,29.8,50.8,At-Risk,36.5,0.3295
1145,MCA,Information Technology,1,Data Engineering,NLP Engineer,GenAI Startups,Entrepreneurship/Startup,8.79,81.0,0,3.2,3.2,6.3,5.9,72.5,64.4,58.2,64.1,79.6,64.9,73.5,85.4,81.6,5,3,4,2,3,1,63.5,57.3,52.9,45.6,48.4,49.2,60.2,80.6,Excellent,49.6,0.9038
1146,B.Tech/B.E.,Aerospace Engineering,2,Classical ML,Data Analyst,Autonomous Systems/Robotics,Freelance/Remote Work,6.39,81.7,0,3.9,1.5,5.3,5.8,58.6,58.5,53.1,64.1,45.5,37.7,61.2,55.2,47.8,2,2,2,0,1,1,24.1,43.7,51.4,14.0,38.8,30.9,43.9,73.6,Good,46.3,0.3811
1147,M.Tech/M.E.,Commerce,1,Classical ML,AI Transformation Consultant,Autonomous Systems/Robotics,Entrepreneurship/Startup,8.27,87.4,0,5.2,3.1,6.5,4.7,77.0,64.9,84.4,66.1,65.0,50.5,73.2,67.2,71.7,4,0,2,0,0,0,38.9,44.9,68.8,46.1,57.1,42.1,47.1,81.3,Good,52.3,0.2327
1148,MCA,Mathematics & Computing,1,Robotics,Prompt Engineer,HealthTech,Entrepreneurship/Startup,5.43,87.8,3,4.5,1.2,6.5,5.5,55.8,43.2,32.5,47.1,23.3,32.2,41.8,57.8,40.9,0,2,1,0,1,0,37.8,37.9,40.3,20.3,43.2,19.5,54.2,53.0,At-Risk,36.3,0.3454
1149,B.Tech/B.E.,Physics,1,Data Engineering,Software Engineer Backend,Core Product Engineering,Job Placement,7.52,78.0,2,7.7,5.0,6.8,3.6,67.0,70.0,64.1,59.1,46.3,61.4,56.4,67.6,70.7,5,2,4,3,3,0,62.0,61.7,66.4,49.8,64.7,60.9,78.4,67.7,Average,59.1,0.3703
1150,M.Tech/M.E.,Design,1,Robotics,AI Transformation Consultant,Core Product Engineering,Job Placement,6.69,80.4,0,4.0,2.3,5.8,6.9,68.4,67.6,48.4,60.1,55.3,44.9,59.0,74.4,73.9,2,1,4,1,2,0,39.7,33.1,48.1,48.2,63.9,35.1,63.6,72.0,Good,49.3,0.1851
1151,BS (Data Science & AI),Mathematics & Computing,4,MLOps,AI Solutions Architect,AI/ML Product Companies,Government Exams,7.63,85.9,0,4.9,4.6,7.1,3.5,69.7,73.8,64.9,75.4,32.8,64.2,63.7,76.9,83.2,5,1,0,1,2,0,63.0,61.0,45.6,49.6,55.6,51.4,71.1,68.4,Average,54.6,0.798
1152,MSc,Pharmacy,2,Generative AI,Data Analyst,Freelance/Remote-Global,Entrepreneurship/Startup,6.0,70.4,1,2.3,3.8,6.8,6.1,56.2,56.5,56.1,50.2,44.1,57.9,44.6,69.7,76.7,3,0,2,1,2,1,42.4,44.1,41.7,65.9,18.1,32.5,59.9,63.4,Average,45.9,0.1271
1153,BCA,Computer Science,1,Classical ML,Data Analyst,Consulting,Higher Studies/Research,5.32,64.7,3,2.2,0.8,5.7,4.6,46.4,55.7,46.1,57.5,47.5,54.9,41.5,46.1,66.4,3,2,1,1,2,0,39.5,45.4,42.1,39.3,35.2,40.4,69.6,42.1,At-Risk,42.7,0.2821
1154,M.Tech/M.E.,Electronics & Communication,2,Computer Vision,AI Trainer RLHF Specialist,Autonomous Systems/Robotics,Freelance/Remote Work,6.66,61.4,1,4.9,1.8,5.6,5.4,56.2,51.9,38.3,52.3,51.1,44.9,43.3,66.5,57.1,3,0,0,2,1,0,34.0,37.4,36.9,44.6,39.6,30.1,57.0,59.2,Average,39.0,0.5055
1155,MCA,Robotics,3,Applied Research,AI Research Scientist,Research Labs/Academia,Career Switch/Upskilling,6.65,78.4,5,4.4,3.9,6.8,5.6,68.4,77.4,53.9,50.5,46.7,57.1,58.4,86.2,71.4,6,3,3,2,4,2,55.5,63.6,43.5,68.0,66.1,53.9,63.2,52.8,At-Risk,35.0,0.123
1156,B.Tech/B.E.,Statistics,1,NLP,AI Research Scientist,Research Labs/Academia,Job Placement,6.66,79.8,2,1.7,3.1,7.6,2.5,60.7,38.0,48.2,44.9,44.3,21.7,59.2,60.8,90.5,3,2,2,2,1,0,31.9,43.4,53.4,30.9,40.6,32.9,35.0,55.8,At-Risk,38.8,0.1339
1157,B.Tech/B.E.,Mass Communication,1,Applied Research,Software Engineer Backend,AI/ML Product Companies,Entrepreneurship/Startup,8.92,75.8,0,4.4,1.6,6.6,5.8,88.7,75.6,69.2,59.0,75.7,63.0,72.0,69.2,68.4,4,2,1,2,2,1,58.3,48.3,45.5,39.6,55.7,44.2,67.1,77.8,Good,49.2,0.5725
1158,B.Tech/B.E.,Computer Science,3,Data Engineering,AI Research Scientist,Research Labs/Academia,Entrepreneurship/Startup,7.33,88.4,0,4.7,3.3,6.8,6.6,65.5,48.4,51.6,41.6,78.1,62.6,67.1,82.7,85.3,3,1,3,1,0,1,50.7,59.7,42.7,42.3,49.7,33.0,47.6,74.2,Good,43.0,0.1854
1159,B.Tech/B.E.,Statistics,3,Classical ML,Generative AI Engineer,GenAI Startups,Freelance/Remote Work,6.54,74.7,1,2.4,0.6,6.5,6.6,67.4,64.0,63.8,49.5,58.8,36.9,58.6,66.0,69.3,0,0,1,0,0,0,44.2,49.3,26.8,34.4,47.3,35.0,68.5,65.7,Average,35.2,0.5422
1160,B.Tech/B.E.,Metallurgical Engineering,1,MLOps,Generative AI Engineer,Analytics/Data Services,Career Switch/Upskilling,8.25,74.0,1,5.4,4.1,6.0,6.4,79.7,64.2,58.7,49.9,53.1,47.9,69.8,63.4,70.0,4,0,2,0,3,1,51.5,63.9,56.6,39.8,44.3,33.1,44.8,72.1,Average,40.8,0.3825
1161,B.Tech/B.E.,AI & Data Science,3,Classical ML,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,9.02,81.6,1,5.3,2.7,6.0,3.7,88.1,76.0,70.2,80.7,75.8,65.8,83.3,83.2,59.3,4,0,5,1,4,1,52.3,73.2,50.6,60.8,49.8,51.9,73.5,88.2,Excellent,59.3,0.7015
1162,BCA,Statistics,4,Applied Research,Prompt Engineer,Autonomous Systems/Robotics,Government Exams,7.28,85.4,0,3.7,3.9,6.2,5.3,70.3,79.2,59.1,66.9,54.1,73.5,70.2,45.3,72.7,4,3,3,3,1,1,35.3,70.7,51.2,41.8,57.8,52.7,58.6,67.7,Average,52.1,0.7105
1163,M.Tech/M.E.,AI & Data Science,4,MLOps,Software Engineer Full Stack,Freelance/Remote-Global,Job Placement,8.01,72.3,1,3.7,4.0,5.4,5.0,58.2,60.3,49.9,46.9,59.2,60.3,60.0,56.3,61.5,4,0,1,2,1,0,57.6,41.1,56.2,28.1,44.3,35.5,46.6,66.5,Average,40.8,0.081
1164,B.Tech/B.E.,Textile Engineering,1,NLP,Generative AI Engineer,GenAI Startups,Government Exams,7.61,92.6,0,5.0,1.7,6.2,3.9,65.1,50.7,46.3,46.5,62.5,56.0,60.0,77.3,76.4,2,3,2,0,1,0,42.1,60.9,53.3,33.2,45.7,34.3,44.1,83.0,Excellent,48.5,0.6483
1165,B.Tech/B.E.,Agricultural Engineering,3,Data Engineering,Data Analyst,Analytics/Data Services,Job Placement,6.52,68.1,3,4.0,3.4,6.3,5.4,63.7,62.3,74.4,51.7,58.6,35.8,55.1,77.4,77.9,4,3,2,1,0,0,58.0,64.4,43.4,39.3,33.6,39.2,66.1,58.8,At-Risk,47.7,0.5083
1166,B.Tech/B.E.,Civil Engineering,2,Data Engineering,Software Engineer Backend,AI/ML Product Companies,Freelance/Remote Work,6.61,72.9,0,4.6,2.9,6.8,6.7,71.8,71.7,46.3,72.2,56.7,46.6,50.2,49.0,66.7,5,2,4,1,2,0,46.9,40.5,34.0,45.7,30.5,35.9,32.7,73.4,Good,51.6,0.6089
1167,M.Tech/M.E.,Mechanical Engineering,4,Robotics,Data Analyst,Analytics/Data Services,Freelance/Remote Work,6.26,67.8,1,3.7,1.5,5.7,6.3,62.0,57.8,42.2,61.7,35.2,64.5,46.7,57.5,70.0,3,0,3,1,1,0,56.3,63.7,46.9,23.0,21.3,33.9,39.2,61.4,Average,43.3,0.4659
1168,B.Tech/B.E.,Metallurgical Engineering,2,Data Engineering,Robotics Engineer,FinTech,Job Placement,9.69,94.9,0,5.8,5.3,6.3,6.1,88.5,79.6,79.5,55.6,86.1,51.7,83.5,82.2,84.9,7,2,4,2,5,1,46.9,65.1,57.6,60.6,54.4,49.9,63.3,91.1,Excellent,59.1,0.7647
1169,MSc,Aerospace Engineering,1,Classical ML,NLP Engineer,GenAI Startups,Government Exams,6.63,91.9,0,6.7,5.0,6.9,6.0,68.3,66.2,57.0,77.1,63.6,76.6,59.1,76.4,60.0,5,2,3,2,3,1,67.8,43.0,69.7,43.1,74.7,48.7,64.9,67.9,Average,49.7,0.8228
1170,MSc,Business Administration,2,NLP,Software Engineer Full Stack,Core Product Engineering,Government Exams,8.4,87.0,0,5.3,4.6,5.9,4.9,79.2,66.9,62.0,54.9,71.7,68.2,84.6,89.5,96.6,4,2,4,2,3,3,53.8,57.7,54.1,54.1,67.6,51.5,75.0,85.1,Excellent,48.4,0.3638
1171,BS (Data Science & AI),Economics,2,Robotics,Data Analyst,Consulting,Government Exams,6.25,77.1,0,5.9,1.9,6.7,5.0,69.1,70.0,59.0,49.8,39.4,40.8,50.9,66.9,67.4,3,0,1,0,2,0,42.2,53.7,23.6,65.4,48.2,36.2,45.1,68.6,Average,39.0,0.2765
1172,BCA,Information Technology,4,NLP,AI Solutions Architect,Consulting,Higher Studies/Research,8.42,81.6,0,4.7,2.7,4.8,4.7,78.4,65.1,68.9,56.1,67.7,61.0,68.3,75.3,71.4,4,2,3,3,1,2,49.0,47.4,37.8,24.6,45.5,50.7,73.0,76.2,Good,53.6,0.5343
1173,BCA,Electronics & Communication,1,MLOps,Generative AI Engineer,GenAI Startups,Freelance/Remote Work,6.51,88.3,1,5.7,1.6,5.2,3.2,72.5,70.6,43.6,76.6,41.0,55.4,55.4,75.2,65.7,3,1,2,1,3,0,55.4,53.0,59.9,27.2,65.8,38.6,80.2,72.8,Good,51.6,0.8504
1174,PhD,Chemistry,2,Data Engineering,Data Analyst,Consulting,Entrepreneurship/Startup,6.96,84.7,1,5.0,2.5,7.9,5.5,63.2,23.9,23.7,54.2,72.4,28.1,53.0,56.2,63.6,0,2,3,1,0,1,25.4,15.6,29.2,7.7,26.2,22.5,20.1,73.9,Good,35.5,0.0645
1175,M.Tech/M.E.,Mass Communication,1,Generative AI,Cloud DevOps Engineer,Core Product Engineering,Entrepreneurship/Startup,7.99,74.3,0,4.2,3.9,5.1,5.6,72.8,53.3,49.7,52.5,69.4,61.9,62.6,37.0,61.6,5,2,3,1,0,1,39.1,52.7,39.1,39.1,49.7,41.8,59.0,79.6,Excellent,48.2,0.4287
1176,PhD,Economics,2,Data Engineering,MLOps Engineer,AI/ML Product Companies,Higher Studies/Research,6.27,77.6,1,2.7,1.0,8.6,7.1,75.2,65.2,64.6,61.5,30.6,48.1,51.4,62.2,67.5,4,0,1,0,2,1,37.5,56.2,29.5,24.0,49.9,31.6,48.3,67.8,Average,42.2,0.416
1177,B.Tech/B.E.,Information Technology,1,Classical ML,AI/ML Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.66,60.3,3,1.5,1.8,6.7,4.3,63.3,58.6,51.1,64.6,50.8,43.4,64.6,85.8,73.6,5,0,1,2,4,0,56.7,57.3,38.8,37.2,33.4,36.9,52.7,56.9,At-Risk,44.9,0.6299
1178,B.Tech/B.E.,Physics,1,NLP,AI Research Scientist,AI/ML Product Companies,Higher Studies/Research,8.59,87.3,0,3.2,0.4,6.2,5.3,84.1,68.8,66.8,69.8,80.9,29.0,70.9,62.2,69.6,0,0,2,0,0,0,46.2,51.7,30.5,11.5,42.5,34.5,51.7,85.8,Excellent,44.1,0.5008
1179,B.Tech/B.E.,Robotics,1,Applied Research,Data Analyst,Freelance/Remote-Global,Entrepreneurship/Startup,7.62,77.3,0,3.9,2.3,6.8,3.8,83.6,71.9,88.6,57.0,69.7,50.3,62.9,77.8,76.6,3,2,1,2,3,0,64.9,60.0,54.8,30.5,36.3,50.9,80.8,86.7,Excellent,64.9,0.8586
1180,B.Tech/B.E.,Business Administration,2,Data Engineering,Analytics Engineer,FinTech,Career Switch/Upskilling,7.68,71.1,2,2.3,2.7,5.8,4.9,80.2,70.0,53.7,56.1,46.4,30.9,57.9,39.6,47.2,2,0,2,0,0,0,53.6,44.9,23.3,25.9,40.2,23.8,42.5,67.0,Average,38.6,0.3459
1181,B.Tech/B.E.,Electronics & Communication,4,Data Engineering,Conversational AI Engineer,Autonomous Systems/Robotics,Career Switch/Upskilling,7.32,89.7,1,6.0,3.0,6.1,2.8,76.1,51.0,47.1,52.8,54.0,44.5,53.5,69.6,67.7,4,2,2,2,2,0,53.6,54.9,50.8,55.5,54.2,37.9,47.5,75.8,Good,42.7,0.1517
1182,BCA,Computer Science,4,Classical ML,Analytics Engineer,Analytics/Data Services,Job Placement,6.61,71.5,1,3.3,1.5,8.1,5.6,73.4,73.6,73.2,82.7,51.0,47.5,64.7,72.0,80.3,2,0,2,0,3,1,57.6,50.7,26.9,41.7,33.3,34.3,64.2,70.8,Good,47.1,0.4034
1183,B.Tech/B.E.,Information Technology,3,Classical ML,Reinforcement Learning Engineer,Research Labs/Academia,Government Exams,8.79,69.5,0,2.8,5.9,6.5,8.0,77.3,70.8,56.4,56.7,92.4,45.1,72.3,58.1,66.3,7,2,2,2,0,0,36.6,26.0,47.3,25.4,38.7,46.1,44.6,83.6,Excellent,43.8,0.1503
1184,BCA,Computer Science,1,MLOps,AI Research Scientist,Research Labs/Academia,Career Switch/Upskilling,5.45,65.0,2,1.6,0.0,6.1,4.9,53.7,24.0,7.4,53.2,51.7,4.7,49.7,62.1,52.4,0,0,1,1,0,0,25.1,31.7,43.8,12.3,13.1,12.3,33.1,52.9,At-Risk,22.9,0.0735
1185,M.Tech/M.E.,Physics,2,Applied Research,Data Analyst,Analytics/Data Services,Career Switch/Upskilling,6.45,78.5,0,4.1,5.1,7.6,7.1,69.0,65.8,62.7,57.2,57.6,52.6,68.6,80.9,80.7,3,2,3,2,0,0,57.1,72.7,56.7,46.7,56.6,46.9,65.6,67.9,Average,52.1,0.6155
1186,B.Tech/B.E.,Electronics & Communication,3,Data Engineering,Applied Scientist,Research Labs/Academia,Entrepreneurship/Startup,6.53,87.0,2,4.7,3.8,6.9,5.5,69.0,48.3,29.3,43.5,36.0,45.4,54.4,45.4,65.1,3,3,4,2,0,0,33.4,31.6,54.4,22.5,52.3,41.9,44.5,65.7,Average,38.6,0.3637
1187,B.Tech/B.E.,Robotics,2,Applied Research,Applied Scientist,Core Product Engineering,Job Placement,7.2,79.0,3,4.6,3.3,6.2,4.6,72.4,68.2,56.9,61.8,56.0,70.0,62.7,58.3,68.0,5,1,3,1,3,0,58.5,63.1,46.3,46.0,52.8,43.4,42.5,68.1,Average,40.1,0.4897
1188,M.Tech/M.E.,Robotics,4,MLOps,MLOps Engineer,GenAI Startups,Freelance/Remote Work,6.49,46.4,2,0.3,0.5,8.5,4.0,65.1,36.1,27.1,39.5,42.1,23.7,48.4,48.8,61.5,1,0,1,0,0,0,32.1,54.7,45.6,20.9,13.2,29.7,30.7,52.0,At-Risk,28.4,0.596
1189,B.Tech/B.E.,Pharmacy,3,Data Engineering,Computer Vision Engineer,AI/ML Product Companies,Government Exams,8.72,69.0,0,3.6,1.2,4.8,5.3,75.9,48.9,66.0,51.4,63.2,32.7,60.6,68.2,70.1,4,0,2,2,1,1,44.5,44.7,22.1,34.8,49.8,41.6,41.1,79.1,Good,37.4,0.2177
1190,M.Tech/M.E.,Agricultural Engineering,1,Computer Vision,NLP Engineer,GenAI Startups,Entrepreneurship/Startup,6.74,85.3,1,0.4,0.2,7.6,4.4,70.7,77.3,67.3,68.1,38.6,60.4,51.5,72.7,71.7,3,0,0,0,1,0,56.7,57.8,37.3,42.3,20.0,29.2,37.7,75.0,Good,37.0,0.508
1191,B.Tech/B.E.,Electronics & Communication,2,Classical ML,AI Research Scientist,Research Labs/Academia,Entrepreneurship/Startup,8.28,88.2,1,3.4,1.9,6.6,6.3,86.3,61.1,69.3,56.4,62.5,43.3,66.8,61.4,77.2,4,1,3,1,0,2,54.5,50.5,36.1,52.1,65.9,46.1,61.7,84.1,Excellent,50.6,0.3989
1192,BS (Data Science & AI),Metallurgical Engineering,2,Classical ML,Data Analyst,Government/PSU,Government Exams,7.03,74.0,2,5.1,3.3,7.1,6.7,73.0,74.5,68.0,64.7,45.6,35.6,59.6,64.2,64.7,8,2,1,2,4,0,53.2,58.8,50.4,37.6,60.7,55.7,54.3,60.5,Average,49.5,0.4974
1193,MSc,Biotechnology,3,NLP,NLP Engineer,GenAI Startups,Career Switch/Upskilling,7.5,75.3,0,3.6,1.6,6.0,3.6,76.6,65.0,62.4,67.5,74.9,48.8,77.1,55.5,52.6,1,0,3,0,0,2,29.6,48.2,38.3,13.2,60.5,33.9,39.9,75.8,Good,35.7,0.5342
1194,B.Tech/B.E.,Mechanical Engineering,1,Computer Vision,Computer Vision Engineer,Autonomous Systems/Robotics,Career Switch/Upskilling,7.43,79.1,0,3.6,0.9,6.5,4.8,80.0,39.4,58.1,51.8,47.3,24.0,70.6,45.1,61.2,1,0,2,0,0,0,17.3,34.9,29.5,50.7,51.7,31.0,38.3,76.3,Good,46.1,0.3963
1195,BS (Data Science & AI),Pharmacy,1,Classical ML,NLP Engineer,GenAI Startups,Government Exams,6.29,82.6,1,5.3,2.9,6.5,6.0,70.6,52.4,63.8,68.4,40.3,40.8,58.4,43.0,59.5,2,1,0,0,1,0,41.6,54.4,26.5,24.7,54.3,30.1,59.7,66.4,Average,38.9,0.6472
1196,BCA,Information Technology,2,Computer Vision,Applied Scientist,AI/ML Product Companies,Government Exams,6.15,70.8,1,4.7,3.2,6.3,3.7,57.6,80.9,74.6,65.5,31.1,83.3,59.1,78.4,73.2,7,3,3,2,3,0,60.3,71.7,57.6,57.5,44.3,57.9,55.9,61.0,Average,55.9,0.9194
1197,B.Tech/B.E.,Textile Engineering,2,NLP,Data Analyst,AI/ML Product Companies,Career Switch/Upskilling,7.73,81.6,0,5.5,2.6,8.1,2.8,71.9,43.3,43.1,45.6,55.4,28.6,77.8,31.7,45.3,0,1,2,1,0,0,32.8,49.0,53.5,18.4,49.1,29.7,48.2,78.7,Good,43.5,0.6153
1198,B.Tech/B.E.,Mechanical Engineering,1,Data Engineering,Data Analyst,Analytics/Data Services,Job Placement,6.3,77.1,2,2.6,0.8,6.1,5.7,61.2,47.7,51.3,57.4,46.3,36.9,59.3,85.9,75.9,3,1,2,0,0,0,30.4,58.0,51.8,54.0,49.7,29.9,60.0,58.7,Average,49.2,0.6518
1199,BCA,AI & Data Science,4,Applied Research,AI/ML Engineer,Consulting,Job Placement,6.19,79.7,2,2.4,1.1,7.6,6.1,63.9,65.5,67.3,68.5,55.8,47.6,68.2,42.1,51.5,0,0,0,1,2,0,52.2,43.8,18.6,17.6,42.3,38.6,75.3,61.1,Average,46.8,0.389
1200,B.Tech/B.E.,AI & Data Science,4,Computer Vision,Reinforcement Learning Engineer,Research Labs/Academia,Entrepreneurship/Startup,7.65,65.7,2,2.6,1.9,7.1,5.9,75.5,53.5,58.6,52.9,52.6,34.0,63.3,58.0,57.2,0,0,0,2,0,0,29.7,40.4,29.8,14.0,35.2,28.3,55.1,75.0,Good,33.8,0.1736
1201,PhD,AI & Data Science,5,Applied Research,NLP Engineer,AI/ML Product Companies,Higher Studies/Research,7.41,92.8,0,5.6,4.5,7.3,5.8,77.2,67.9,49.2,55.7,70.9,58.0,70.3,52.9,64.0,3,4,5,1,1,0,46.3,42.5,60.3,61.2,58.2,45.7,56.1,77.7,Good,51.6,0.7269
1202,B.Tech/B.E.,Economics,1,Robotics,Robotics Engineer,Core Product Engineering,Government Exams,7.62,80.9,2,5.0,3.9,6.0,4.2,64.2,42.0,38.7,51.9,57.3,38.2,43.0,44.3,58.4,2,2,4,2,1,0,32.7,41.6,64.6,41.8,61.6,42.6,39.7,71.9,Good,40.1,0.2382
1203,B.Tech/B.E.,Electronics & Instrumentation,3,Generative AI,Data Analyst,Consulting,Higher Studies/Research,6.25,74.5,2,3.4,2.5,6.0,5.9,58.9,61.9,47.4,68.1,45.8,36.4,55.8,58.1,56.1,3,0,0,0,2,0,42.4,45.3,34.0,35.8,51.3,27.1,59.1,60.4,Average,36.4,0.2321
1204,B.Tech/B.E.,Electronics & Communication,1,MLOps,Data Analyst,Analytics/Data Services,Job Placement,6.26,69.0,2,3.3,2.8,5.6,5.8,47.5,49.5,45.5,53.8,43.5,29.6,39.4,54.5,57.7,3,3,0,2,0,0,37.9,38.2,29.9,20.8,38.4,32.4,55.0,51.2,At-Risk,41.5,0.2825
1205,B.Tech/B.E.,Mathematics & Computing,2,NLP,Conversational AI Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.17,67.3,0,1.8,2.4,6.5,5.0,71.3,56.5,51.1,64.8,42.1,28.8,72.9,48.7,43.2,2,0,3,1,4,0,28.9,41.0,32.4,29.6,23.5,33.9,37.1,67.9,Average,43.0,0.6535
1206,B.Tech/B.E.,Robotics,3,Robotics,NLP Engineer,Core Product Engineering,Career Switch/Upskilling,6.47,78.3,1,5.0,2.2,6.5,5.6,63.3,31.1,45.0,56.8,28.6,42.7,56.5,56.2,66.1,3,1,4,1,0,0,33.6,31.7,34.9,19.1,43.6,35.5,45.1,66.0,Average,44.2,0.621
