degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
B.Tech,IT,2,6.99,73,4.7,3.4,6.9,6.6,73,89,3,6,5,1,90,79,89,72,76,55,62,0,79,79,Placement,Data Analyst,54.9,At Risk,65.4,62.1,Tech
BBA,Marketing,2,6.9,75,4.8,4.3,7.2,2.0,80,80,0,6,4,10,85,41,84,41,58,58,61,1,94,93,Entrepreneurship,Data Analyst,85.1,Good,50.0,53.1,Management
BCA,General,2,8.47,46,4.6,3.5,6.5,6.0,93,84,0,5,2,6,94,76,86,93,69,42,62,0,85,84,Placement,ML Engineer,86.3,Good,64.7,64.0,Tech
B.Tech,AI&DS,4,6.6,88,1.4,3.5,6.7,7.1,85,74,3,8,5,3,100,82,94,86,73,74,83,0,75,70,Placement,Software Engineer,46.6,At Risk,73.4,72.3,Tech
B.Tech,CSE,1,6.63,79,3.0,3.3,6.3,7.5,83,96,2,3,1,4,61,33,77,54,80,53,64,0,47,48,Placement,Data Analyst,48.6,At Risk,50.7,54.8,Tech
BBA,Marketing,3,7.92,66,4.0,2.2,6.1,7.6,86,85,0,6,6,6,87,51,79,48,79,75,61,1,72,69,Placement,Business Analyst,79.7,Good,49.3,60.3,Management
BCA,General,3,8.18,86,5.7,4.4,8.2,3.9,100,87,0,7,6,7,100,73,70,79,58,61,84,0,89,94,Entrepreneurship,Business Analyst,97.7,Excellent,67.9,70.8,Tech
BBA,HR,3,9.8,66,4.1,3.2,5.6,6.4,100,100,1,4,3,6,84,63,75,74,64,83,59,0,70,74,Placement,ML Engineer,84.0,Good,46.7,59.0,Management
BCA,General,2,8.27,41,3.3,5.5,7.9,4.6,100,90,0,8,6,5,100,43,96,38,69,83,62,0,86,84,Placement,Business Analyst,92.1,Excellent,71.0,70.1,Tech
B.Com,Hons,2,8.4,78,5.9,4.6,5.6,4.5,100,76,0,7,6,6,100,35,100,69,84,65,63,1,95,100,Government Exam,Business Analyst,99.2,Excellent,55.2,68.4,Commerce
BCA,General,1,7.67,54,6.5,2.9,8.5,5.8,84,80,2,2,0,4,28,21,58,88,50,81,81,0,50,54,Higher Studies,Business Analyst,64.0,Average,49.6,47.7,Tech
BCA,General,3,8.27,57,2.2,3.0,7.6,5.2,97,92,1,4,3,6,100,53,84,76,75,75,52,1,84,89,Government Exam,Data Analyst,68.1,Average,68.8,65.3,Tech
B.Com,Hons,3,7.92,61,4.6,3.5,6.6,3.9,98,82,0,5,3,5,68,41,72,75,81,75,57,2,74,68,Placement,Software Engineer,85.5,Good,53.1,61.3,Commerce
B.Tech,AI&DS,3,7.02,73,1.0,4.4,7.9,6.6,100,96,2,6,3,6,100,69,76,91,42,67,59,2,98,100,Government Exam,ML Engineer,54.0,At Risk,73.6,83.6,Tech
B.Tech,IT,3,7.38,74,4.0,0.7,8.1,7.1,99,78,0,4,4,2,57,93,73,52,57,55,73,0,55,53,Placement,Software Engineer,69.7,Average,51.4,52.6,Tech
B.Tech,AI&DS,1,8.11,87,7.3,4.1,7.6,4.3,91,82,0,5,3,5,82,53,82,67,66,53,71,0,73,81,Entrepreneurship,Software Engineer,97.0,Excellent,60.7,68.7,Tech
BBA,HR,4,7.82,58,4.6,2.9,7.5,5.6,80,81,0,6,4,2,100,67,69,95,44,71,64,0,66,58,Higher Studies,Software Engineer,83.8,Good,48.5,52.2,Management
BCA,General,3,9.67,64,2.4,3.8,7.2,5.7,94,100,0,5,4,7,93,76,78,50,44,62,67,1,77,72,Higher Studies,Data Analyst,90.1,Excellent,62.3,61.7,Tech
BBA,HR,1,8.01,88,2.5,1.6,8.4,5.7,97,81,0,2,1,4,49,42,65,55,65,71,92,0,68,66,Placement,Business Analyst,69.5,Average,44.2,53.1,Management
B.Tech,CSE,2,7.36,79,3.1,1.6,7.0,5.9,89,97,0,4,3,3,81,34,71,54,53,62,56,1,68,68,Placement,ML Engineer,70.0,Average,57.6,61.7,Tech
B.Tech,AI&DS,4,7.66,76,3.5,2.9,7.1,6.6,86,97,1,8,6,4,94,82,92,89,78,68,70,0,82,89,Placement,Software Engineer,75.2,Good,72.8,83.9,Tech
B.Tech,ECE,4,6.26,70,1.7,3.7,7.9,8.3,68,87,2,5,5,4,81,80,90,77,81,69,42,3,94,100,Placement,Business Analyst,45.4,At Risk,76.2,75.8,Tech
B.Tech,ECE,2,6.13,78,5.0,1.0,6.7,6.3,87,68,0,1,3,5,52,69,40,71,23,70,73,0,54,48,Placement,Data Analyst,59.6,Average,42.8,43.2,Tech
BCA,General,3,8.57,74,5.3,2.0,8.1,5.0,88,94,0,6,3,4,100,56,88,45,50,74,61,2,95,89,Government Exam,Software Engineer,90.7,Excellent,72.9,75.7,Tech
B.Tech,IT,1,8.26,74,4.0,1.1,7.9,6.0,100,76,0,3,3,1,54,36,58,46,59,46,50,0,52,64,Placement,Business Analyst,75.6,Good,43.9,46.9,Tech
B.Tech,CSE,1,8.7,80,7.6,3.0,9.0,3.9,90,100,1,4,1,5,71,48,71,61,71,51,66,0,51,49,Government Exam,Data Analyst,89.8,Good,52.3,56.9,Tech
Law,Corporate,3,9.31,63,3.9,4.9,6.9,4.2,97,98,0,6,3,5,80,45,94,67,85,65,53,0,86,84,Placement,Business Analyst,97.4,Excellent,47.8,53.2,Law
B.Tech,IT,3,8.25,75,6.3,2.1,7.6,6.9,89,94,0,4,4,3,37,32,70,60,40,55,85,1,62,65,Placement,ML Engineer,85.8,Good,53.8,46.9,Tech
BCA,General,3,8.34,51,2.4,3.4,7.5,2.0,99,88,1,6,4,5,100,44,88,53,80,92,68,2,83,81,Government Exam,Business Analyst,77.1,Good,76.5,82.8,Tech
BBA,HR,2,7.84,73,4.9,2.6,7.8,5.6,87,89,0,4,0,5,75,56,76,58,46,68,67,0,68,60,Government Exam,Business Analyst,81.1,Good,43.3,46.6,Management
B.Tech,IT,1,5.72,66,5.2,2.9,6.9,7.9,77,78,1,3,0,3,60,57,65,44,81,56,71,0,52,55,Placement,ML Engineer,54.9,At Risk,49.9,56.2,Tech
BCA,General,2,8.64,82,3.4,1.8,7.5,6.8,94,94,0,3,2,2,31,47,63,83,40,79,56,1,67,72,Placement,ML Engineer,77.7,Good,54.4,62.9,Tech
B.Com,Hons,1,7.07,55,4.8,3.3,7.1,7.7,81,89,0,4,2,5,64,38,72,49,70,34,84,0,55,59,Higher Studies,Business Analyst,73.4,Average,35.9,35.4,Commerce
Law,Criminal,1,7.87,75,3.4,2.3,7.9,6.7,92,78,0,2,1,2,19,33,53,73,33,66,63,0,48,52,Placement,ML Engineer,71.0,Average,37.3,39.4,Law
B.Tech,IT,2,7.34,78,4.0,4.7,5.1,10.0,90,87,0,6,3,4,59,52,99,64,75,65,44,0,75,79,Placement,Business Analyst,78.7,Good,62.7,61.0,Tech
Law,Corporate,2,7.94,83,4.1,1.9,6.8,3.5,97,98,1,2,0,3,34,27,44,55,25,79,58,1,66,72,Higher Studies,Software Engineer,68.2,Average,44.2,52.9,Law
BCA,General,2,9.13,64,2.4,3.7,9.0,6.2,100,92,0,5,4,3,100,60,93,70,79,83,69,0,66,62,Placement,Business Analyst,85.4,Good,67.2,71.5,Tech
B.Tech,CSE,3,8.72,68,5.3,4.9,8.5,7.5,100,100,0,7,6,6,100,70,93,74,71,77,52,2,100,93,Placement,Data Analyst,96.6,Excellent,79.3,80.5,Tech
BCA,General,1,8.83,79,5.4,3.9,7.3,5.2,85,83,1,4,4,6,63,30,78,67,58,63,45,0,68,69,Entrepreneurship,ML Engineer,84.6,Good,54.9,58.3,Tech
Law,Corporate,1,7.47,58,3.9,1.4,7.6,8.4,89,100,2,0,0,1,13,27,56,68,41,76,69,0,40,47,Government Exam,Software Engineer,45.5,At Risk,35.4,51.1,Law
BCA,General,3,7.5,67,4.9,1.3,7.5,7.2,83,78,0,3,2,3,47,59,62,43,56,75,74,0,60,63,Placement,ML Engineer,71.9,Average,50.3,63.7,Tech
B.Tech,ECE,1,7.4,63,3.1,3.0,7.6,3.0,89,87,0,3,1,1,74,37,65,66,46,73,49,0,45,48,Higher Studies,ML Engineer,73.4,Average,49.0,48.7,Tech
BCA,General,3,8.24,50,2.6,2.6,6.1,6.7,95,93,0,6,4,4,91,48,87,80,60,65,78,2,96,86,Placement,ML Engineer,78.5,Good,76.0,82.1,Tech
B.Tech,AI&DS,1,7.82,90,3.9,3.1,6.3,7.2,93,89,1,3,3,4,79,53,61,82,48,71,90,0,69,80,Government Exam,Data Analyst,68.0,Average,57.6,60.8,Tech
B.Tech,ECE,2,8.75,72,5.5,3.9,6.3,9.3,86,88,0,3,1,5,55,33,94,77,77,62,74,1,75,83,Higher Studies,Data Analyst,86.1,Good,64.3,61.2,Tech
B.Tech,CSE,1,7.66,60,4.4,2.6,6.6,5.6,100,96,0,4,2,7,97,45,73,67,61,65,59,0,68,73,Placement,Business Analyst,77.4,Good,58.5,65.4,Tech
B.Tech,ECE,1,8.56,44,3.8,1.7,8.6,7.1,100,86,0,2,2,6,59,34,58,85,28,69,68,0,54,55,Placement,Data Analyst,74.1,Average,48.3,48.9,Tech
B.Tech,AI&DS,3,8.55,77,5.0,2.7,5.8,6.5,91,100,0,5,2,2,79,77,66,62,72,45,81,2,74,68,Placement,ML Engineer,87.7,Good,64.1,59.1,Tech
B.Tech,IT,4,7.9,54,3.1,4.3,9.0,4.9,84,82,0,8,6,6,100,78,95,73,80,63,72,0,95,88,Higher Studies,Software Engineer,87.2,Good,74.5,67.2,Tech
BCA,General,1,8.17,65,2.7,2.5,7.4,5.3,100,98,0,4,2,3,72,50,79,80,70,69,55,0,57,59,Government Exam,Software Engineer,76.2,Good,57.4,58.6,Tech
B.Tech,AI&DS,2,8.93,74,4.0,5.1,5.8,2.0,100,84,0,6,5,8,75,47,80,78,52,40,68,0,85,83,Placement,Software Engineer,98.3,Excellent,61.1,56.4,Tech
B.Tech,IT,3,9.41,58,3.2,3.6,6.4,5.1,100,91,0,6,7,4,95,61,77,62,60,63,65,0,70,70,Placement,ML Engineer,92.5,Excellent,61.5,70.0,Tech
B.Com,General,2,7.02,91,2.7,3.4,7.4,9.1,78,63,0,4,3,6,95,30,60,57,33,75,63,1,72,76,Placement,Data Analyst,67.6,Average,47.8,53.8,Commerce
BCA,General,4,8.76,61,5.9,1.8,5.7,5.7,100,100,0,5,5,4,93,87,70,74,28,71,63,0,54,57,Placement,Software Engineer,90.0,Good,55.4,57.8,Tech
BBA,Marketing,1,8.92,58,7.8,2.3,6.7,7.7,92,98,0,2,1,3,37,37,58,48,36,77,54,0,52,57,Placement,ML Engineer,89.8,Good,37.0,42.0,Management
B.Tech,ECE,4,8.37,75,2.2,3.1,5.9,6.5,93,77,0,7,5,4,98,80,64,61,55,95,72,1,100,99,Higher Studies,ML Engineer,82.7,Good,73.3,75.3,Tech
B.Tech,CSE,2,7.31,68,3.9,2.5,7.6,6.8,98,77,0,6,4,5,98,75,81,60,89,54,69,1,72,56,Higher Studies,Software Engineer,76.3,Good,67.1,60.8,Tech
B.Tech,ECE,2,8.11,94,4.8,4.0,5.9,10.0,90,76,1,5,3,6,73,45,79,54,65,66,92,1,82,80,Entrepreneurship,Software Engineer,75.8,Good,66.3,80.1,Tech
B.Tech,IT,4,7.04,89,1.9,2.8,5.5,5.2,88,82,0,5,6,2,86,100,82,67,71,63,46,1,73,74,Entrepreneurship,Business Analyst,69.9,Average,63.6,64.1,Tech
B.Tech,CSE,3,8.02,91,4.2,1.8,8.5,5.2,100,87,0,3,2,7,47,76,66,75,46,69,39,1,78,69,Higher Studies,Business Analyst,77.6,Good,55.4,56.5,Tech
B.Tech,AI&DS,2,7.06,78,4.3,2.9,6.7,8.2,78,92,0,3,3,6,45,53,66,70,48,68,67,0,61,52,Government Exam,ML Engineer,69.8,Average,51.0,55.1,Tech
B.Tech,CSE,3,9.12,81,5.2,2.1,6.6,5.8,100,94,0,4,3,4,59,69,77,98,46,56,64,1,62,65,Entrepreneurship,Business Analyst,90.0,Good,58.6,60.6,Tech
B.Tech,CSE,3,7.86,68,3.3,3.4,7.5,5.5,100,100,0,5,5,6,93,91,80,58,69,70,57,1,85,88,Placement,Business Analyst,79.8,Good,66.9,63.7,Tech
BCA,General,1,9.19,80,3.7,1.9,7.0,7.9,99,87,0,3,1,1,60,29,70,56,67,62,57,0,47,49,Placement,Software Engineer,81.3,Good,49.2,47.3,Tech
B.Tech,AI&DS,3,7.68,65,6.0,4.8,6.2,6.5,99,86,0,8,5,4,100,68,98,58,77,65,82,2,99,100,Placement,Business Analyst,93.9,Excellent,81.3,83.0,Tech
B.Tech,CSE,1,7.93,72,5.1,0.8,6.4,5.7,87,85,0,2,1,0,69,34,57,56,49,48,65,0,50,52,Higher Studies,ML Engineer,74.3,Average,44.8,43.0,Tech
BCA,General,4,8.05,57,5.6,2.2,7.7,5.3,82,86,0,6,5,0,84,67,73,65,58,67,69,1,69,70,Government Exam,Software Engineer,87.0,Good,63.7,58.4,Tech
BBA,HR,4,8.06,68,1.9,2.8,6.0,4.3,79,95,0,8,4,5,94,48,100,67,98,71,64,1,96,95,Placement,Business Analyst,82.7,Good,57.6,60.7,Management
B.Tech,ECE,2,8.31,81,3.5,2.0,7.0,2.9,98,95,0,2,2,3,49,57,63,98,47,53,70,0,52,55,Higher Studies,Business Analyst,77.8,Good,48.7,44.7,Tech
BBA,Finance,2,6.72,86,6.8,0.0,8.7,8.2,88,73,2,3,0,2,62,63,68,92,53,81,71,1,70,72,Higher Studies,Business Analyst,53.4,At Risk,51.1,64.1,Management
BCA,General,1,9.12,79,4.4,4.9,6.7,5.2,95,94,0,7,4,6,100,25,84,87,60,50,59,0,81,84,Placement,Data Analyst,99.5,Excellent,66.1,67.4,Tech
B.Tech,ECE,1,8.7,91,4.3,3.5,8.2,2.6,100,94,0,3,0,7,51,41,87,74,74,95,72,0,70,69,Placement,Business Analyst,88.8,Good,62.3,55.1,Tech
B.Com,General,4,6.32,54,4.4,1.1,6.0,9.6,78,91,0,5,4,3,93,68,62,58,58,69,48,2,82,86,Placement,Business Analyst,62.8,Average,51.2,54.9,Commerce
Law,Corporate,1,9.35,80,6.9,1.3,7.2,6.2,92,100,0,0,0,0,35,44,30,58,25,80,62,0,40,40,Placement,ML Engineer,86.5,Good,34.5,46.4,Law
B.Tech,ECE,2,6.36,62,3.4,0.9,8.2,6.0,76,84,0,2,1,1,60,29,60,43,50,59,44,1,56,55,Government Exam,Business Analyst,57.4,Average,47.3,53.0,Tech
B.Tech,ECE,4,8.22,80,5.5,2.4,6.4,2.8,100,92,1,8,8,9,100,100,95,54,70,57,74,2,99,99,Government Exam,Data Analyst,88.2,Good,78.4,74.5,Tech
B.Com,General,4,7.81,63,4.9,4.4,8.9,7.2,97,92,0,8,6,4,100,86,88,59,53,64,75,2,96,98,Government Exam,Software Engineer,90.1,Excellent,60.0,69.0,Commerce
BBA,HR,2,7.33,66,2.5,2.3,6.9,4.9,87,79,0,3,2,5,63,82,64,83,70,80,75,0,66,54,Government Exam,Business Analyst,67.6,Average,46.8,51.2,Management
B.Tech,CSE,3,7.41,83,4.1,2.1,5.8,4.9,87,83,0,4,3,6,60,56,77,72,72,71,60,0,62,58,Government Exam,Business Analyst,75.4,Good,57.1,55.9,Tech
B.Tech,IT,3,8.24,75,3.2,3.8,8.0,6.8,90,84,0,6,3,6,98,50,80,76,58,71,60,0,83,81,Higher Studies,ML Engineer,83.9,Good,66.0,65.1,Tech
B.Tech,CSE,4,6.79,62,2.6,3.0,8.6,6.2,68,91,1,5,2,2,91,33,74,73,65,61,64,3,80,84,Higher Studies,Business Analyst,60.2,Average,71.3,77.0,Tech
BCA,General,3,8.95,56,6.3,2.6,5.8,4.1,87,92,0,4,4,4,65,89,74,63,66,73,54,1,74,69,Higher Studies,Business Analyst,93.4,Excellent,60.8,64.0,Tech
BCA,General,3,8.13,63,2.7,3.5,7.4,3.2,92,88,0,7,5,2,94,93,88,75,72,57,64,1,75,73,Higher Studies,Business Analyst,86.0,Good,69.3,65.3,Tech
B.Tech,AI&DS,1,7.65,72,5.6,0.5,6.3,6.3,95,89,0,0,1,4,0,23,40,79,47,58,69,0,45,51,Placement,Business Analyst,68.7,Average,36.7,36.2,Tech
BCA,General,1,8.49,58,3.2,3.2,6.0,6.2,93,95,1,1,1,5,56,28,54,59,21,52,66,0,46,54,Government Exam,Software Engineer,66.2,Average,40.0,40.8,Tech
BBA,HR,3,7.84,74,6.5,4.2,6.1,11.2,81,100,2,6,4,9,64,58,96,85,81,74,62,2,100,100,Placement,ML Engineer,71.3,Average,60.8,64.1,Management
B.Tech,IT,4,7.56,61,3.9,1.1,7.2,2.0,100,88,0,6,4,4,94,60,77,61,48,76,56,3,98,95,Higher Studies,Software Engineer,79.9,Good,75.2,72.9,Tech
B.Tech,ECE,4,6.52,71,5.0,2.2,8.3,6.3,74,81,2,5,6,0,98,67,67,51,56,66,76,2,73,71,Placement,Data Analyst,56.3,Average,65.6,64.6,Tech
BBA,Finance,4,6.97,78,3.7,0.3,6.9,2.8,86,93,1,3,2,1,38,79,59,50,54,73,61,0,66,63,Placement,Business Analyst,59.5,Average,41.3,50.1,Management
B.Com,General,2,6.51,66,1.2,2.1,7.4,5.2,85,82,2,6,4,0,100,27,87,65,60,63,81,0,64,68,Entrepreneurship,Data Analyst,47.7,At Risk,46.3,66.7,Commerce
BCA,General,3,5.8,85,2.0,1.9,6.4,5.1,96,72,0,5,4,6,95,65,76,74,67,63,60,2,72,72,Placement,Software Engineer,59.5,Average,67.6,65.4,Tech
BCA,General,4,7.48,76,1.7,4.7,6.9,7.1,83,72,0,8,7,4,92,78,100,62,65,30,62,0,76,74,Placement,Data Analyst,79.4,Good,64.4,61.0,Tech
B.Tech,IT,3,7.74,61,4.9,2.1,6.1,7.1,91,91,2,5,6,5,80,89,80,69,61,66,80,0,76,61,Placement,Business Analyst,62.9,Average,62.8,60.1,Tech
B.Tech,AI&DS,2,8.13,58,4.5,3.0,5.2,8.7,95,89,0,5,1,6,100,58,68,50,49,57,55,0,73,75,Government Exam,Data Analyst,80.5,Good,56.5,68.0,Tech
BCA,General,2,8.65,92,5.4,4.2,6.5,6.5,88,100,0,4,2,5,62,60,81,72,73,59,75,1,75,73,Higher Studies,Software Engineer,91.3,Excellent,63.1,64.3,Tech
B.Tech,CSE,4,7.22,85,3.5,0.0,8.1,8.0,90,84,0,3,4,4,65,77,62,75,64,71,74,1,80,79,Higher Studies,Business Analyst,63.3,Average,61.1,66.9,Tech
B.Tech,AI&DS,2,7.81,66,1.2,2.8,4.5,8.8,88,81,0,5,3,5,86,44,75,59,64,94,64,0,66,66,Government Exam,ML Engineer,68.6,Average,62.2,69.5,Tech
B.Tech,AI&DS,4,8.8,77,6.5,1.3,8.1,6.5,95,99,0,4,4,8,81,60,65,45,30,54,74,0,67,72,Placement,Software Engineer,88.9,Good,51.5,67.2,Tech
B.Tech,IT,1,8.92,69,6.0,1.3,7.3,8.3,93,95,0,2,0,0,33,56,53,48,55,72,91,0,46,45,Placement,Business Analyst,82.2,Good,45.4,53.7,Tech
B.Tech,CSE,3,8.34,81,5.1,1.6,6.9,6.4,100,97,0,2,2,6,19,70,50,67,35,87,74,1,72,72,Placement,ML Engineer,78.4,Good,51.9,60.4,Tech
B.Tech,AI&DS,3,8.47,75,6.2,2.0,6.5,6.0,94,93,0,6,2,5,100,58,74,77,76,46,71,1,73,73,Government Exam,Data Analyst,91.6,Excellent,65.9,64.0,Tech
B.Tech,CSE,3,6.8,49,4.3,1.4,7.5,4.7,80,85,3,6,3,1,100,67,71,46,45,70,65,0,77,68,Higher Studies,Data Analyst,49.2,At Risk,60.6,64.2,Tech
B.Tech,CSE,2,8.58,86,4.9,2.1,8.4,6.8,81,93,0,4,4,6,64,44,66,68,54,58,70,1,72,72,Placement,Data Analyst,84.5,Good,58.1,55.6,Tech
B.Com,Hons,4,6.9,88,3.4,3.8,7.3,6.7,99,80,0,7,4,4,100,83,82,43,47,58,58,0,76,74,Placement,Business Analyst,78.0,Good,44.4,48.0,Commerce
BCA,General,3,7.94,66,2.9,3.2,6.8,6.7,93,90,2,3,4,8,67,64,64,85,39,53,61,0,75,77,Placement,Data Analyst,57.3,Average,53.2,61.0,Tech
BBA,HR,2,8.41,75,2.1,5.9,9.0,8.3,100,92,0,8,4,5,100,47,100,78,66,56,59,0,90,90,Higher Studies,Data Analyst,88.5,Good,51.0,52.1,Management
BBA,Finance,3,8.08,85,3.4,2.8,7.1,7.8,100,100,0,6,4,5,74,66,89,82,60,79,58,0,75,73,Placement,ML Engineer,80.8,Good,49.9,54.9,Management
BCA,General,2,6.07,100,8.0,3.3,5.4,3.1,84,80,2,5,3,5,66,38,89,74,63,47,46,1,76,81,Placement,ML Engineer,69.1,Average,61.6,59.3,Tech
B.Tech,ECE,2,8.37,80,2.2,4.1,7.3,3.1,100,89,1,7,3,10,100,35,85,71,90,62,79,0,86,94,Placement,ML Engineer,80.4,Good,71.3,67.5,Tech
BCA,General,2,8.84,77,3.1,1.2,6.4,6.2,100,100,1,3,3,3,54,44,73,27,60,86,55,0,42,50,Higher Studies,Business Analyst,69.2,Average,48.1,54.0,Tech
BCA,General,4,6.58,84,4.7,4.1,6.6,4.0,77,76,0,7,7,2,79,79,99,72,98,71,43,2,82,85,Higher Studies,Software Engineer,82.5,Good,75.9,75.6,Tech
BBA,HR,2,8.4,86,8.0,1.4,8.3,5.8,100,95,0,1,2,2,38,23,48,52,36,51,62,1,54,58,Placement,Data Analyst,86.2,Good,35.8,34.5,Management
B.Tech,AI&DS,3,7.48,80,2.9,3.1,7.9,4.2,91,79,0,6,3,2,98,66,78,79,79,69,67,1,79,82,Higher Studies,Data Analyst,79.2,Good,70.2,67.5,Tech
B.Tech,ECE,2,7.85,57,3.6,3.7,5.2,6.2,85,76,0,4,3,9,70,82,68,52,57,71,52,1,84,80,Higher Studies,Business Analyst,77.7,Good,60.1,63.1,Tech
B.Tech,AI&DS,2,8.91,76,5.5,0.3,5.3,4.0,100,100,0,2,3,2,29,50,57,46,38,86,55,0,47,44,Entrepreneurship,Data Analyst,83.3,Good,43.2,45.4,Tech
B.Tech,ECE,4,8.14,76,5.4,2.1,7.1,6.8,87,88,1,7,4,2,100,65,82,59,89,73,66,1,70,64,Placement,Business Analyst,80.5,Good,70.2,63.8,Tech
BCA,General,3,6.79,56,3.5,2.5,8.0,3.9,89,68,2,7,5,3,96,62,87,71,53,54,69,2,94,94,Higher Studies,Business Analyst,59.8,Average,74.0,67.8,Tech
BCA,General,4,6.91,80,3.2,1.2,4.8,6.3,88,78,1,3,2,6,40,65,65,66,53,57,51,2,71,69,Placement,Business Analyst,56.3,Average,55.8,56.6,Tech
B.Tech,IT,1,7.27,61,5.2,3.0,8.0,2.6,84,85,0,5,2,8,95,7,98,66,56,50,58,0,81,83,Placement,Software Engineer,82.8,Good,63.3,60.0,Tech
Law,Criminal,1,6.28,90,4.0,4.6,9.0,3.7,95,97,1,6,3,7,90,20,87,56,75,59,73,0,78,77,Government Exam,Business Analyst,70.1,Average,46.7,53.7,Law
BCA,General,4,7.29,63,4.9,1.4,8.2,7.4,94,69,0,5,4,1,29,73,70,77,34,55,62,0,62,62,Placement,Software Engineer,74.3,Average,50.4,57.4,Tech
B.Tech,CSE,3,8.54,83,4.2,4.0,6.2,8.6,90,98,0,6,5,6,93,80,100,72,89,65,70,1,81,80,Placement,Software Engineer,88.1,Good,73.5,68.8,Tech
B.Tech,AI&DS,1,8.27,64,5.0,3.1,7.6,7.8,100,87,0,2,1,3,32,37,73,82,70,73,67,0,57,56,Placement,Data Analyst,78.7,Good,52.4,51.5,Tech
B.Tech,IT,2,7.92,87,5.2,0.9,7.2,7.5,90,89,0,2,1,4,22,54,54,45,48,74,51,0,57,52,Placement,ML Engineer,73.8,Average,42.9,52.0,Tech
B.Tech,CSE,4,7.08,87,1.6,2.1,8.8,9.0,84,80,2,6,6,2,86,86,78,59,58,72,50,0,71,62,Placement,Software Engineer,49.9,At Risk,60.6,63.7,Tech
B.Tech,ECE,2,7.69,78,3.8,2.9,8.1,7.9,97,95,2,5,3,7,65,48,86,91,72,54,77,0,79,85,Placement,Software Engineer,61.0,Average,64.0,69.6,Tech
B.Tech,CSE,3,8.58,67,5.0,4.5,6.1,2.9,100,94,0,7,5,5,89,67,83,81,70,58,92,1,90,97,Government Exam,ML Engineer,98.4,Excellent,73.6,71.8,Tech
B.Tech,AI&DS,2,8.87,77,5.7,3.5,7.6,7.9,96,88,0,6,3,5,94,47,86,65,69,35,77,1,89,93,Government Exam,Software Engineer,94.3,Excellent,67.7,66.0,Tech
B.Tech,AI&DS,2,7.94,63,4.0,1.7,6.2,7.9,100,96,1,5,3,4,95,45,77,60,69,74,53,1,71,68,Placement,ML Engineer,68.4,Average,64.4,71.2,Tech
B.Com,General,4,6.49,60,1.7,3.0,8.0,2.3,78,92,1,8,7,4,89,89,74,59,70,62,64,2,100,100,Higher Studies,Data Analyst,65.5,Average,59.2,61.3,Commerce
B.Tech,AI&DS,1,7.47,68,6.4,0.0,6.7,4.7,99,95,0,0,0,3,36,15,52,41,57,49,75,0,51,43,Entrepreneurship,Business Analyst,70.2,Average,39.6,31.6,Tech
BCA,General,2,8.53,71,5.8,3.6,7.0,9.2,90,100,0,5,3,5,77,31,76,44,61,78,65,0,58,70,Placement,ML Engineer,88.7,Good,57.0,71.2,Tech
B.Tech,CSE,4,7.16,65,4.7,1.6,7.2,5.7,90,93,1,5,3,3,100,73,66,36,68,57,80,0,65,60,Placement,Business Analyst,67.0,Average,57.2,63.1,Tech
Law,Criminal,1,7.04,71,3.8,1.3,6.4,3.7,84,86,2,1,1,3,46,24,44,92,38,80,72,0,40,40,Government Exam,ML Engineer,49.1,At Risk,39.6,42.3,Law
B.Tech,CSE,2,8.56,66,5.4,2.2,7.1,7.7,100,88,0,5,4,4,51,46,80,76,56,62,79,0,64,51,Higher Studies,Business Analyst,86.0,Good,57.9,56.4,Tech
B.Tech,CSE,3,8.29,73,3.8,1.1,7.5,5.4,80,97,1,4,1,4,72,58,57,58,53,58,57,2,87,83,Placement,Data Analyst,69.9,Average,61.2,53.0,Tech
Law,Corporate,2,7.14,71,5.8,2.3,6.7,5.2,80,81,0,3,2,0,65,25,55,63,44,63,76,1,57,56,Placement,Software Engineer,76.4,Good,43.5,51.1,Law
B.Com,Hons,2,7.14,55,7.2,3.8,7.2,7.7,91,94,1,6,2,7,79,32,85,47,55,58,50,1,96,100,Higher Studies,Data Analyst,78.2,Good,49.6,53.7,Commerce
B.Com,Hons,2,6.4,72,3.8,0.2,6.3,6.8,89,80,0,3,2,0,70,59,46,48,47,54,72,1,56,54,Entrepreneurship,Software Engineer,59.3,Average,40.0,51.5,Commerce
B.Tech,IT,3,8.6,64,5.7,2.5,5.8,5.8,92,95,0,6,5,1,100,69,84,69,77,56,54,2,70,72,Placement,Business Analyst,91.6,Excellent,69.1,64.1,Tech
B.Tech,AI&DS,3,6.91,61,3.5,2.4,7.0,6.7,93,76,0,5,4,1,76,63,69,57,77,72,35,0,71,73,Entrepreneurship,Business Analyst,70.1,Average,57.4,54.2,Tech
BBA,Finance,3,7.64,63,6.0,3.2,8.0,5.7,85,86,2,4,4,7,67,65,65,66,58,82,63,1,76,73,Placement,Software Engineer,67.5,Average,50.6,53.6,Management
Law,Criminal,1,6.64,74,4.1,2.3,8.0,7.8,88,76,1,4,3,5,64,40,75,73,64,70,63,0,62,70,Placement,ML Engineer,59.5,Average,43.2,52.6,Law
