student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
1466,B.Tech/B.E.,Robotics,2,Applied Research,Cloud DevOps Engineer,Core Product Engineering,Freelance/Remote Work,7.3,91.3,0,4.6,4.1,6.0,5.2,69.9,66.0,61.3,44.3,48.1,79.2,61.5,70.9,65.6,76.0,5,0,3,1,1,1,67.7,41.0,56.2,46.4,48.6,41.5,54.6,73.3,Average,47.9,0.3575
1467,B.Tech/B.E.,Environmental Engineering,4,Robotics,Reinforcement Learning Engineer,Government/PSU,Job Placement,6.82,81.0,3,5.1,3.7,7.1,4.8,66.4,63.4,65.8,30.1,60.0,40.4,62.9,66.2,63.8,74.1,6,2,2,2,3,2,41.9,59.7,51.7,34.4,52.1,43.3,50.0,64.6,Average,44.2,0.269
1468,BCA,Statistics,2,Classical ML,Reinforcement Learning Engineer,Core Product Engineering,Job Placement,5.17,66.9,3,3.0,0.0,6.8,5.7,57.7,66.1,44.4,37.8,35.7,28.7,29.2,52.7,51.1,47.0,2,1,1,0,0,0,37.1,46.1,46.5,27.3,23.2,19.7,36.6,52.6,At-Risk,28.0,0.1326
1469,BCA,Information Technology,3,Robotics,Conversational AI Engineer,Autonomous Systems/Robotics,Government Exams,6.34,71.8,8,4.8,2.6,5.8,5.6,72.7,54.9,66.0,55.6,71.3,51.8,46.8,60.4,33.9,47.6,2,0,1,2,3,0,42.1,35.9,47.4,27.9,51.2,35.0,42.7,49.4,At-Risk,20.5,0.0719
1470,B.Tech/B.E.,Electrical Engineering,3,Robotics,Software Engineer Full Stack,FinTech,Government Exams,5.33,81.8,2,3.6,1.8,5.4,4.9,62.0,52.2,38.1,23.1,43.5,36.8,43.6,47.4,73.3,65.1,0,0,3,0,0,0,29.7,50.5,42.2,50.3,37.3,25.6,21.6,51.2,At-Risk,34.6,0.0735
1471,M.Tech/M.E.,Computer Science,1,Applied Research,AI Product Manager,Consulting,Freelance/Remote Work,8.38,84.8,0,6.1,3.4,6.1,5.1,80.3,85.8,77.1,55.9,60.6,59.4,62.7,79.2,46.8,46.4,5,3,4,4,4,0,48.8,75.7,50.5,29.9,69.4,50.0,67.4,82.7,Excellent,55.6,0.2155
1472,PhD,Environmental Engineering,5,Computer Vision,AI Product Manager,Consulting,Government Exams,8.47,64.2,1,3.2,2.4,6.0,3.6,77.3,74.7,50.1,48.3,40.9,78.7,42.6,52.5,39.7,53.8,0,0,4,0,0,0,19.4,22.0,26.9,38.5,37.6,26.6,59.6,71.7,Good,34.2,0.1384
1473,B.Tech/B.E.,Mathematics & Computing,4,MLOps,AI Solutions Architect,Consulting,Government Exams,7.89,65.6,0,4.1,4.5,6.7,4.4,68.0,84.1,71.8,45.0,60.0,78.3,72.1,80.4,93.3,85.2,4,2,2,4,1,2,52.7,44.2,62.7,42.0,40.0,53.0,41.7,81.5,Excellent,62.0,0.8271
1474,BS (Data Science & AI),Chemistry,4,Data Engineering,Data Analyst,Analytics/Data Services,Freelance/Remote Work,6.79,71.2,2,1.7,1.1,6.3,5.3,68.3,70.1,50.4,56.7,63.1,55.9,38.8,71.5,57.2,70.8,2,0,0,0,0,1,36.2,41.7,33.6,26.8,25.3,30.8,48.9,61.4,Average,43.1,0.3406
1475,PhD,Chemical Engineering,4,NLP,NLP Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.8,77.0,1,3.4,1.5,6.7,7.4,66.3,65.5,45.3,44.5,46.5,37.5,18.2,49.9,42.8,56.0,1,1,2,1,1,0,46.4,32.7,45.0,26.7,47.4,28.1,53.1,67.5,Average,36.0,0.4222
1476,M.Tech/M.E.,Information Technology,4,Generative AI,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,8.07,93.3,0,5.3,3.5,6.0,4.0,76.4,77.6,51.4,57.0,56.4,75.8,63.0,62.6,46.5,47.9,2,1,2,1,1,1,49.5,46.6,38.8,36.5,38.9,40.7,40.8,71.4,Good,46.7,0.5807
1477,B.Tech/B.E.,Robotics,2,Data Engineering,Applied Scientist,Research Labs/Academia,Government Exams,5.75,75.1,2,1.0,0.0,7.1,6.0,70.1,75.4,8.4,32.5,52.8,59.1,29.6,32.4,57.3,66.9,1,1,2,1,0,1,14.3,32.0,49.8,24.0,38.0,26.4,33.4,50.8,At-Risk,30.4,0.1222
1478,B.Tech/B.E.,Metallurgical Engineering,3,Classical ML,Analytics Engineer,FinTech,Higher Studies/Research,8.61,86.3,0,6.1,4.2,6.9,4.0,85.6,88.1,85.5,64.5,70.1,53.0,61.2,88.4,71.7,72.3,5,3,3,2,4,0,65.1,59.5,62.9,59.0,44.7,52.6,47.7,78.1,Good,57.3,0.7279
1479,M.Tech/M.E.,Electronics & Instrumentation,1,Classical ML,Cloud DevOps Engineer,AI/ML Product Companies,Government Exams,8.15,83.0,0,3.0,4.4,8.2,5.7,79.3,76.2,95.0,92.6,89.5,59.1,81.0,64.8,51.8,55.7,6,2,3,2,6,2,77.1,61.5,44.9,49.8,47.6,61.7,100.0,76.0,Good,66.8,0.929
1480,MSc,Mechanical Engineering,3,MLOps,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,7.17,74.2,1,4.3,0.4,5.1,5.7,76.6,69.1,57.0,67.7,61.0,64.7,41.4,60.4,51.8,47.8,0,0,2,2,1,0,37.5,55.7,17.7,7.0,44.1,37.7,64.3,70.8,Good,48.3,0.3841
1481,MCA,Robotics,1,Robotics,Reinforcement Learning Engineer,Research Labs/Academia,Government Exams,7.16,71.1,1,3.6,1.4,7.6,6.9,74.0,60.5,33.4,63.7,58.2,83.5,50.3,48.6,55.3,69.0,0,0,0,0,0,7,33.1,42.7,24.7,17.8,35.8,26.8,50.0,70.7,Good,45.3,0.2977
1482,MCA,Information Technology,1,Robotics,Analytics Engineer,Consulting,Career Switch/Upskilling,7.65,80.6,0,6.0,3.1,6.1,5.0,82.6,80.3,55.1,72.4,63.2,68.2,60.6,70.5,50.9,57.0,4,2,1,1,2,1,61.1,78.6,33.7,38.4,66.0,43.0,53.7,74.0,Good,54.9,0.619
1483,B.Tech/B.E.,AI & Data Science,4,Computer Vision,Cloud DevOps Engineer,FinTech,Higher Studies/Research,7.27,62.7,0,3.4,2.1,6.1,4.7,81.4,73.5,82.8,68.7,69.0,50.4,42.4,72.0,94.5,83.1,3,0,2,1,1,0,46.4,47.2,45.4,39.6,48.9,39.3,75.1,69.1,Good,54.5,0.5611
1484,BS (Data Science & AI),Textile Engineering,2,Computer Vision,MLOps Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.39,67.5,2,1.9,1.9,5.8,4.0,80.1,63.9,61.8,62.3,54.8,60.8,41.0,54.1,64.7,76.5,2,1,0,0,5,0,44.3,67.1,33.2,30.3,34.3,29.2,51.2,62.2,Average,42.7,0.6511
1485,B.Tech/B.E.,Textile Engineering,4,Computer Vision,Conversational AI Engineer,AI/ML Product Companies,Government Exams,5.67,73.0,0,5.1,2.7,7.2,5.0,62.5,56.7,68.7,46.4,67.1,37.7,62.2,44.2,46.8,61.0,3,1,2,1,1,0,62.5,47.2,48.4,14.7,39.9,39.1,74.8,63.0,Average,46.1,0.5017
1486,BS (Data Science & AI),Electrical Engineering,1,NLP,Data Analyst,Consulting,Career Switch/Upskilling,7.26,80.8,1,2.7,2.3,7.3,6.0,67.7,72.0,38.8,64.1,57.0,61.0,61.2,54.7,63.5,60.6,0,1,2,0,1,1,47.2,46.4,50.9,42.0,41.1,36.9,58.1,66.1,Average,40.9,0.1549
1487,MCA,Information Technology,3,Applied Research,Software Engineer Backend,Autonomous Systems/Robotics,Government Exams,7.23,80.6,0,3.9,2.0,5.8,4.0,82.9,80.2,44.7,50.8,40.6,55.3,48.9,57.3,44.0,52.5,5,3,2,0,0,0,39.9,42.6,46.7,44.3,28.5,29.0,42.8,67.5,Average,34.8,0.4336
1488,PhD,Mathematics & Computing,1,Applied Research,MLOps Engineer,Autonomous Systems/Robotics,Higher Studies/Research,7.54,91.6,0,5.5,0.0,6.4,4.5,82.8,75.3,43.8,49.6,58.5,59.6,28.6,69.5,40.7,58.9,0,0,3,1,0,1,35.1,38.9,23.6,12.9,50.3,33.1,48.8,80.7,Good,39.0,0.5273
1489,M.Tech/M.E.,Aerospace Engineering,1,Data Engineering,Robotics Engineer,Core Product Engineering,Government Exams,6.36,67.8,1,2.6,0.0,4.9,6.3,63.3,61.2,37.0,43.4,62.2,42.1,34.2,32.4,60.2,67.1,2,0,3,0,0,0,44.5,48.1,19.6,24.4,44.4,32.0,48.9,61.0,Average,22.4,0.1324
1490,B.Tech/B.E.,Mass Communication,2,Computer Vision,NLP Engineer,Consulting,Freelance/Remote Work,6.37,78.9,1,2.1,1.9,7.4,4.3,60.0,56.1,62.6,50.2,56.3,37.3,51.2,48.2,46.6,47.9,3,0,2,0,0,1,41.3,33.0,50.6,30.0,41.0,34.1,59.6,63.8,Average,32.7,0.1108
1491,B.Tech/B.E.,AI & Data Science,1,Robotics,Conversational AI Engineer,GenAI Startups,Higher Studies/Research,7.46,85.9,1,5.0,5.8,7.5,3.2,64.7,74.3,67.9,36.5,62.5,59.6,62.4,74.2,78.1,74.9,5,1,2,0,3,1,58.0,62.5,59.9,68.5,58.4,46.1,61.3,67.7,Average,52.5,0.5847
1492,B.Tech/B.E.,AI & Data Science,4,Classical ML,Computer Vision Engineer,Autonomous Systems/Robotics,Government Exams,6.39,87.6,1,4.3,4.0,5.7,4.9,71.3,59.4,70.2,58.2,52.1,49.1,53.6,54.0,86.1,80.6,3,2,3,1,4,0,58.6,67.8,46.2,39.9,61.9,40.6,35.6,65.1,Average,46.7,0.5382
1493,B.Tech/B.E.,Metallurgical Engineering,4,Data Engineering,Analytics Engineer,Analytics/Data Services,Freelance/Remote Work,6.96,100.0,1,7.6,2.9,7.1,3.3,80.5,74.5,53.9,38.4,51.9,39.1,56.9,68.1,78.9,70.9,4,4,4,1,4,0,37.8,57.6,59.6,31.1,64.9,40.3,14.0,69.1,Average,51.0,0.4109
1494,BS (Data Science & AI),Aerospace Engineering,2,Robotics,Data Analyst,Autonomous Systems/Robotics,Entrepreneurship/Startup,7.56,86.3,0,5.1,0.0,8.2,4.3,72.3,81.4,59.8,48.9,67.6,66.3,46.1,45.7,31.0,46.4,1,0,3,0,2,1,28.2,38.3,32.9,31.2,50.7,36.9,50.4,79.0,Good,49.4,0.4745
1495,BCA,Electronics & Communication,3,Generative AI,Cloud DevOps Engineer,Analytics/Data Services,Higher Studies/Research,7.07,81.9,1,5.9,3.4,6.0,6.2,78.8,67.3,63.6,69.1,62.5,60.6,60.7,63.7,76.4,81.0,3,3,2,1,1,0,63.3,49.0,37.1,43.1,45.8,45.0,61.1,73.5,Good,48.9,0.2385
1496,M.Tech/M.E.,Information Technology,2,Computer Vision,Cloud DevOps Engineer,Core Product Engineering,Freelance/Remote Work,6.11,66.2,3,0.7,1.8,6.5,5.7,60.3,63.3,53.4,46.7,50.6,46.8,41.1,52.1,57.4,64.0,3,1,2,1,3,0,50.2,33.8,46.4,36.9,30.7,25.9,13.8,54.1,At-Risk,32.1,0.0415
1497,B.Tech/B.E.,Electronics & Communication,2,Data Engineering,Data Engineer,FinTech,Job Placement,5.6,62.4,2,3.5,2.8,6.1,6.0,55.1,67.5,61.7,64.0,36.9,64.9,42.2,65.5,29.9,52.0,3,2,2,2,0,1,38.5,56.2,42.1,12.9,31.4,38.6,63.7,52.5,At-Risk,36.2,0.4542
1498,MCA,Statistics,1,NLP,Applied Scientist,Research Labs/Academia,Higher Studies/Research,8.55,93.0,0,6.5,4.0,6.7,6.4,89.1,80.0,64.0,67.4,64.3,56.1,80.2,53.7,53.1,64.0,7,2,6,2,3,3,50.7,61.9,53.5,50.2,67.2,61.8,59.1,86.5,Excellent,61.5,0.6467
1499,B.Tech/B.E.,Electronics & Communication,4,Classical ML,Data Scientist,Analytics/Data Services,Freelance/Remote Work,6.79,73.0,3,6.0,4.1,5.5,6.0,70.2,73.4,69.5,74.4,85.8,59.4,62.2,69.9,75.4,80.4,8,1,3,3,5,1,39.4,57.6,62.1,49.4,50.7,62.7,79.3,59.1,Average,57.3,0.6112
1500,B.Tech/B.E.,Mathematics & Computing,3,Robotics,Generative AI Engineer,GenAI Startups,Career Switch/Upskilling,8.22,83.5,0,6.6,3.2,6.3,4.7,79.6,83.9,76.3,67.0,61.0,77.8,69.4,65.6,61.5,69.3,6,2,5,3,6,0,54.7,52.2,64.5,60.9,67.4,56.2,57.7,81.9,Excellent,60.1,0.9428
1501,B.Tech/B.E.,Information Technology,2,MLOps,Prompt Engineer,AI/ML Product Companies,Higher Studies/Research,6.76,72.2,2,0.6,0.8,6.8,5.0,59.6,75.1,34.6,35.8,48.0,47.6,26.1,65.2,55.1,72.5,0,0,2,2,0,0,35.2,22.9,48.8,27.0,16.7,29.9,21.3,72.8,Good,33.0,0.2919
1502,B.Tech/B.E.,Statistics,4,Robotics,AI Transformation Consultant,Core Product Engineering,Higher Studies/Research,7.71,96.8,0,6.2,1.3,6.2,3.7,89.1,75.4,57.5,60.4,64.4,56.0,45.7,67.0,38.7,63.9,2,0,3,1,2,1,40.8,45.8,31.5,31.4,53.2,34.9,43.2,82.3,Good,51.1,0.3505
1503,B.Tech/B.E.,Statistics,2,Robotics,AI Solutions Architect,Freelance/Remote-Global,Entrepreneurship/Startup,7.68,76.9,1,5.5,4.5,6.5,4.6,87.7,75.2,69.2,46.4,76.3,65.4,68.4,67.6,82.9,84.2,3,1,3,2,3,1,57.0,52.3,44.2,42.3,60.4,52.9,49.2,77.5,Good,57.9,0.5117
1504,B.Tech/B.E.,AI & Data Science,4,Robotics,Reinforcement Learning Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.9,83.1,0,6.0,2.3,8.2,3.0,74.5,79.6,63.3,48.7,69.3,48.7,58.3,43.8,72.4,71.3,5,2,3,1,2,2,38.5,32.3,70.2,34.7,55.3,47.3,59.9,68.6,Average,42.5,0.4983
1505,B.Tech/B.E.,Design,1,Robotics,Analytics Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,6.43,72.0,0,3.6,3.3,6.3,4.6,70.9,73.1,50.9,54.2,57.2,52.1,50.5,46.7,56.6,73.8,3,1,0,1,1,0,30.0,49.3,34.0,24.8,45.9,32.0,38.6,63.9,Average,38.8,0.2503
1506,B.Tech/B.E.,Mass Communication,1,NLP,NLP Engineer,Research Labs/Academia,Freelance/Remote Work,5.9,70.1,1,2.3,3.9,6.4,5.9,64.7,62.6,83.4,64.1,81.1,47.3,36.8,67.2,64.5,77.4,2,0,1,2,1,0,41.0,62.1,40.4,39.5,35.1,40.3,40.6,53.9,At-Risk,44.0,0.4715
1507,M.Tech/M.E.,Computer Science,4,MLOps,Software Engineer Full Stack,Freelance/Remote-Global,Government Exams,5.85,61.5,0,1.6,0.7,6.5,4.4,70.1,66.3,55.7,53.7,58.3,37.1,37.0,63.9,47.5,44.9,5,0,0,2,2,0,50.0,40.2,23.3,21.3,27.8,30.8,39.9,58.6,At-Risk,36.7,0.1669
1508,M.Tech/M.E.,Statistics,4,Computer Vision,AI Research Scientist,GenAI Startups,Government Exams,7.21,77.7,0,4.0,3.3,6.6,4.8,84.2,79.4,54.2,45.7,52.0,67.1,37.8,56.7,30.9,48.5,2,3,4,2,0,1,36.3,43.9,54.0,39.6,46.8,37.5,64.0,75.2,Good,32.7,0.3086
1509,BS (Data Science & AI),Mass Communication,3,Classical ML,Analytics Engineer,FinTech,Government Exams,8.06,73.1,1,3.8,5.1,7.0,4.9,69.3,75.7,75.5,76.5,57.3,45.6,70.3,56.5,84.2,73.5,6,2,2,1,3,0,80.4,66.0,58.5,44.1,77.3,47.7,55.0,72.3,Good,55.7,0.6147
1510,B.Tech/B.E.,Pharmacy,3,MLOps,Data Analyst,Consulting,Job Placement,7.79,83.6,0,5.8,3.0,6.5,3.6,88.7,93.1,47.4,37.9,57.8,64.9,69.2,69.4,74.6,74.3,4,2,4,0,2,2,38.4,46.9,54.3,51.6,52.1,40.3,44.7,82.5,Excellent,42.3,0.1965
1511,B.Tech/B.E.,Biotechnology,4,Data Engineering,Conversational AI Engineer,AI/ML Product Companies,Higher Studies/Research,8.97,71.3,0,6.0,3.2,6.6,4.8,81.9,81.2,64.3,62.2,64.4,76.0,63.7,73.3,67.7,78.1,2,3,2,1,2,1,49.7,63.2,55.3,36.9,65.5,46.2,57.7,79.8,Good,49.7,0.837
1512,BS (Data Science & AI),Electronics & Communication,4,Classical ML,Data Scientist,Research Labs/Academia,Career Switch/Upskilling,8.47,82.0,0,5.7,3.6,7.3,5.4,80.8,79.7,54.6,64.4,51.3,67.7,49.7,57.4,56.0,75.9,3,2,3,3,0,0,45.5,56.1,60.0,45.8,42.7,45.1,42.5,78.9,Good,50.4,0.6963
1513,B.Tech/B.E.,Electronics & Instrumentation,2,NLP,Software Engineer Full Stack,Core Product Engineering,Job Placement,7.17,59.3,4,1.7,2.1,5.4,5.3,62.5,60.8,42.6,35.8,33.7,34.4,42.3,41.3,31.0,47.0,1,2,1,0,0,0,42.3,26.2,40.2,26.0,37.0,22.3,21.1,55.2,At-Risk,24.1,0.0305
1514,M.Tech/M.E.,Mass Communication,2,Classical ML,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,8.61,87.4,0,4.1,0.9,6.9,3.9,81.0,82.4,46.3,60.4,64.0,73.1,42.2,92.4,64.1,73.9,2,0,1,2,0,1,21.7,34.7,40.8,54.5,39.3,37.1,49.4,81.0,Excellent,38.9,0.4155
1515,PhD,Economics,2,MLOps,Software Engineer Backend,Government/PSU,Freelance/Remote Work,7.38,85.3,1,3.8,1.8,5.7,4.4,69.4,64.9,28.4,30.9,49.9,50.7,35.2,55.9,41.1,65.2,0,0,2,0,0,1,20.7,21.2,37.3,15.8,62.2,20.4,30.4,66.9,Average,26.5,0.03
1516,BS (Data Science & AI),Textile Engineering,3,MLOps,Reinforcement Learning Engineer,GenAI Startups,Career Switch/Upskilling,6.61,74.8,1,2.8,2.2,6.3,3.4,72.9,64.3,69.1,65.4,64.7,58.8,52.2,59.8,79.0,86.3,2,2,0,1,1,1,50.1,59.9,36.8,48.1,60.0,36.7,48.9,65.8,Average,46.7,0.4649
1517,B.Tech/B.E.,Chemistry,4,Applied Research,Conversational AI Engineer,AI/ML Product Companies,Freelance/Remote Work,7.37,82.1,0,3.4,0.0,6.8,6.4,79.2,66.7,34.1,36.2,59.2,44.9,22.1,53.4,34.0,53.8,0,0,0,0,0,0,28.8,24.3,29.6,0.0,39.3,20.0,29.7,78.9,Good,31.5,0.4412
1518,MCA,Information Technology,4,Applied Research,Computer Vision Engineer,Research Labs/Academia,Entrepreneurship/Startup,8.2,74.7,0,4.4,1.6,5.4,4.8,83.4,91.3,39.6,62.8,48.8,76.6,35.2,74.9,73.8,92.9,2,3,2,1,0,2,40.0,42.0,47.9,38.7,36.3,35.5,33.7,82.3,Excellent,47.1,0.6224
1519,B.Tech/B.E.,Computer Science,1,Computer Vision,MLOps Engineer,Core Product Engineering,Job Placement,7.62,69.9,0,5.0,3.0,6.1,5.3,78.2,64.2,77.5,71.4,73.2,50.6,31.6,66.7,38.1,60.1,3,1,3,1,2,0,54.9,59.1,43.7,33.3,62.7,42.4,74.0,68.5,Average,51.8,0.6045
1520,BCA,Robotics,4,Generative AI,Data Analyst,Research Labs/Academia,Government Exams,6.81,63.6,2,5.2,3.5,6.2,4.9,71.4,69.6,67.6,48.0,73.1,55.9,52.5,70.1,89.8,74.8,5,1,3,2,5,1,58.7,59.7,44.9,49.0,40.6,46.8,58.3,53.9,At-Risk,49.7,0.4221
1521,BS (Data Science & AI),Mass Communication,3,Robotics,Cloud DevOps Engineer,Core Product Engineering,Career Switch/Upskilling,5.74,81.7,0,2.9,3.0,7.5,4.8,62.4,61.7,67.0,48.5,50.2,22.3,57.5,49.6,64.3,59.4,3,1,2,2,1,0,16.7,40.1,25.5,24.4,46.4,43.0,21.6,59.6,Average,39.1,0.1321
1522,M.Tech/M.E.,Textile Engineering,3,Robotics,Applied Scientist,Research Labs/Academia,Higher Studies/Research,6.1,78.6,3,4.2,1.8,6.8,3.4,62.7,69.9,68.4,79.3,70.5,30.0,51.8,63.8,66.5,68.2,2,1,1,0,4,0,58.0,48.7,26.4,24.7,49.2,37.8,81.3,55.9,At-Risk,47.0,0.3763
1523,PhD,Robotics,3,Data Engineering,Software Engineer Backend,Core Product Engineering,Career Switch/Upskilling,7.36,66.1,1,4.7,2.6,6.2,6.0,56.2,61.2,61.2,56.8,51.2,49.0,46.1,58.2,61.1,54.9,2,0,0,1,2,1,35.1,53.2,51.7,16.9,41.3,27.3,41.1,61.5,Average,41.0,0.1545
1524,B.Tech/B.E.,AI & Data Science,2,Robotics,AI Research Scientist,AI/ML Product Companies,Career Switch/Upskilling,7.83,90.4,0,5.0,1.7,7.4,3.7,84.2,81.9,53.2,63.8,59.1,59.1,62.2,63.3,53.5,55.1,5,1,3,0,0,2,39.7,41.1,44.4,39.1,59.4,38.8,53.0,73.5,Good,45.4,0.5116
1525,BCA,Statistics,2,Applied Research,Conversational AI Engineer,GenAI Startups,Job Placement,7.11,89.9,2,5.9,2.5,5.2,3.0,83.6,70.6,69.3,48.2,69.2,48.0,66.9,67.7,65.9,59.9,2,1,3,1,3,0,48.3,67.3,49.0,25.1,65.5,42.6,52.1,65.9,Average,51.8,0.8796
1526,MCA,Computer Science,2,Generative AI,Data Analyst,Analytics/Data Services,Career Switch/Upskilling,6.34,84.2,2,5.6,3.2,7.2,5.7,74.9,63.5,80.0,76.1,64.5,41.1,67.4,36.2,65.2,68.5,5,3,3,1,4,0,56.8,66.5,52.4,49.4,50.3,40.9,59.3,72.3,Good,51.2,0.2624
1527,PhD,AI & Data Science,4,Applied Research,MLOps Engineer,AI/ML Product Companies,Higher Studies/Research,6.07,64.3,4,2.4,0.8,6.2,2.7,70.5,59.9,58.2,31.5,53.5,40.7,35.7,61.6,67.7,71.4,2,1,2,0,0,1,46.9,38.4,36.1,21.7,26.7,29.4,54.6,53.7,At-Risk,31.0,0.5907
1528,BCA,Information Technology,3,Applied Research,AI Research Scientist,Autonomous Systems/Robotics,Freelance/Remote Work,7.14,95.6,1,4.5,1.3,6.8,4.4,75.9,77.1,50.7,54.0,51.1,43.9,38.4,25.6,38.0,64.5,4,0,4,0,0,0,51.4,61.2,39.7,29.8,63.4,44.9,63.7,70.6,Good,44.2,0.2534
1529,B.Tech/B.E.,Mathematics & Computing,2,Generative AI,Software Engineer Backend,AI/ML Product Companies,Entrepreneurship/Startup,6.43,74.5,2,3.7,0.2,6.0,3.8,70.1,71.9,59.6,26.5,58.5,41.3,41.3,47.6,40.3,43.5,0,0,0,1,1,0,31.1,51.5,37.0,32.5,18.4,27.9,35.6,66.7,Average,31.5,0.141
1530,BS (Data Science & AI),Mass Communication,1,Computer Vision,Generative AI Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.38,69.9,2,2.9,4.3,6.6,4.8,62.1,61.7,91.5,86.0,88.3,73.0,70.3,59.9,27.1,38.6,6,1,1,1,5,0,51.6,81.4,53.8,36.3,40.3,49.3,78.0,64.3,Average,56.4,0.7873
1531,B.Tech/B.E.,Civil Engineering,4,Robotics,Data Analyst,GenAI Startups,Government Exams,5.97,62.1,0,2.2,2.5,5.5,5.2,59.4,71.2,56.3,44.4,71.7,44.6,48.2,45.9,39.6,51.3,2,0,1,0,2,0,48.7,52.9,36.6,35.2,41.8,32.8,61.6,51.3,At-Risk,48.2,0.7706
1532,M.Tech/M.E.,Biotechnology,3,Generative AI,Software Engineer Full Stack,Core Product Engineering,Job Placement,5.65,65.8,5,1.3,0.0,6.4,6.6,58.5,66.6,35.9,34.0,52.3,51.0,39.6,60.2,48.7,58.4,0,2,0,0,0,0,38.9,11.0,53.7,37.5,38.9,23.3,49.6,50.7,At-Risk,25.5,0.0708
1533,B.Tech/B.E.,Civil Engineering,1,MLOps,AI Research Scientist,FinTech,Career Switch/Upskilling,7.12,80.7,0,6.1,3.2,5.2,4.6,78.0,63.2,50.1,49.1,45.2,56.7,43.9,63.3,28.6,43.9,1,3,4,0,0,0,20.6,55.8,33.2,29.1,45.7,30.8,38.6,73.0,Good,37.6,0.2837
1534,MSc,Physics,1,Classical ML,Data Engineer,Analytics/Data Services,Career Switch/Upskilling,6.05,78.9,3,2.4,2.5,7.7,6.7,61.2,71.2,54.2,18.3,46.9,56.6,40.3,65.2,46.6,53.2,4,2,2,2,0,0,43.7,40.7,51.9,35.3,35.9,43.3,28.6,61.6,Average,37.6,0.3505
1535,M.Tech/M.E.,Biotechnology,3,Robotics,AI Trainer RLHF Specialist,GenAI Startups,Entrepreneurship/Startup,6.25,96.3,2,4.7,1.6,6.8,5.0,69.9,73.7,63.0,52.2,55.6,25.8,30.6,52.6,73.0,58.3,3,2,3,0,0,0,33.8,59.1,49.9,39.2,57.8,34.5,54.7,66.1,Average,43.1,0.3368
1536,MCA,AI & Data Science,3,Data Engineering,Generative AI Engineer,Core Product Engineering,Career Switch/Upskilling,7.17,87.9,0,6.1,3.2,7.0,5.6,79.3,83.3,55.2,47.6,79.7,56.0,68.0,60.6,52.6,73.2,1,2,0,2,0,0,36.2,56.6,40.4,46.7,52.1,35.4,46.3,87.4,Excellent,52.9,0.8096
1537,B.Tech/B.E.,Civil Engineering,3,Generative AI,Conversational AI Engineer,AI/ML Product Companies,Freelance/Remote Work,6.53,82.7,2,3.9,4.9,6.2,6.0,62.2,61.8,67.4,53.3,65.9,59.5,65.6,38.9,81.1,85.0,5,2,3,2,3,0,42.2,62.6,39.6,68.2,48.8,46.6,50.3,69.6,Average,46.4,0.3057
1538,M.Tech/M.E.,Chemical Engineering,2,MLOps,Data Analyst,Analytics/Data Services,Freelance/Remote Work,8.13,85.5,0,2.6,2.8,8.1,4.3,84.5,77.5,47.9,60.3,55.6,71.2,52.3,60.7,72.4,77.8,4,0,2,1,0,1,48.0,47.0,41.3,42.7,57.8,43.2,52.2,64.3,Average,46.4,0.2438
1539,B.Tech/B.E.,Information Technology,2,Applied Research,Robotics Engineer,Core Product Engineering,Higher Studies/Research,7.32,67.4,3,3.6,0.1,6.1,5.1,66.9,69.3,67.6,49.0,49.2,58.2,69.7,63.1,45.9,72.9,2,1,1,1,0,0,49.9,49.9,36.5,31.0,50.2,37.5,57.0,57.1,At-Risk,37.3,0.3512
1540,MCA,Mathematics & Computing,1,Applied Research,Data Analyst,Consulting,Government Exams,5.97,86.7,4,4.5,4.5,5.6,6.7,67.7,58.6,47.5,43.9,52.7,27.7,55.0,53.2,72.5,66.6,2,2,4,1,1,1,59.9,64.4,56.4,26.9,61.1,37.0,37.9,51.3,At-Risk,38.8,0.331
1541,MCA,Computer Science,4,MLOps,Data Scientist,AI/ML Product Companies,Entrepreneurship/Startup,7.82,85.3,1,2.6,1.4,7.2,3.9,88.2,71.0,55.8,63.1,65.4,69.2,47.3,55.5,71.3,83.9,5,0,2,2,2,0,33.9,45.2,53.8,24.0,48.8,40.9,45.2,72.7,Good,52.0,0.8359
1542,B.Tech/B.E.,Commerce,1,Classical ML,Generative AI Engineer,GenAI Startups,Job Placement,5.18,63.2,4,3.7,3.5,6.6,3.5,70.4,63.9,51.0,48.3,62.2,48.9,55.1,63.8,30.9,40.9,3,2,3,1,0,1,31.5,43.3,34.7,37.9,40.0,43.9,60.0,43.6,At-Risk,31.6,0.4287
