student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
617,B.Tech/B.E.,Robotics,3,Robotics,Cloud DevOps Engineer,AI/ML Product Companies,Higher Studies/Research,7.8,79.5,3,3.4,1.7,6.3,6.6,72.4,56.3,66.4,55.7,78.6,68.9,57.6,71.7,70.1,3,2,3,1,1,0,44.7,62.0,40.6,58.3,44.6,44.5,49.4,63.3,Average,47.2,0.4523
618,MCA,Robotics,3,MLOps,Cloud DevOps Engineer,HealthTech,Government Exams,7.34,73.7,1,3.9,6.0,7.0,6.3,69.0,76.4,73.1,61.7,70.5,78.4,63.6,71.4,55.1,6,3,2,2,1,2,43.8,54.3,48.4,51.3,58.8,53.2,82.0,65.5,Average,57.4,0.6119
619,MSc,AI & Data Science,2,Data Engineering,Analytics Engineer,GenAI Startups,Entrepreneurship/Startup,6.15,74.1,1,4.0,2.6,5.2,4.2,74.3,75.2,66.6,68.6,46.0,44.1,43.7,90.3,57.9,3,0,1,0,2,0,33.9,71.9,50.0,44.0,47.9,41.0,77.0,57.3,Average,49.7,0.6022
620,B.Tech/B.E.,Pharmacy,2,NLP,Computer Vision Engineer,Autonomous Systems/Robotics,Government Exams,6.32,70.4,1,2.7,0.1,6.3,5.4,57.8,40.4,30.2,45.9,50.4,49.2,59.7,46.2,64.0,2,0,0,1,0,0,18.3,37.6,32.3,17.6,24.5,30.8,25.7,53.8,At-Risk,26.1,0.1944
621,PhD,Civil Engineering,3,Generative AI,Robotics Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.24,95.4,0,4.6,2.5,6.6,5.3,65.9,64.2,51.6,54.1,30.5,48.5,52.6,52.6,72.1,2,2,0,1,2,0,49.4,39.4,52.2,36.8,53.0,42.4,67.3,75.7,Good,47.3,0.2927
622,B.Tech/B.E.,Mathematics & Computing,2,Computer Vision,Reinforcement Learning Engineer,Government/PSU,Freelance/Remote Work,6.23,67.4,4,3.5,3.2,5.7,4.1,58.3,65.0,46.6,46.3,50.6,56.1,58.3,83.2,79.4,4,1,3,1,0,0,44.7,45.3,62.6,43.6,47.1,37.5,47.1,59.0,Average,36.0,0.0573
623,B.Tech/B.E.,Electrical Engineering,3,Generative AI,Computer Vision Engineer,AI/ML Product Companies,Higher Studies/Research,6.23,90.9,3,5.9,5.2,6.8,4.9,70.5,70.0,43.3,46.6,39.5,72.3,53.9,57.7,58.4,5,3,4,1,0,0,35.4,40.7,68.0,19.5,63.1,46.2,62.7,65.8,Average,47.4,0.8399
624,M.Tech/M.E.,Information Technology,3,Robotics,Data Engineer,Freelance/Remote-Global,Government Exams,7.58,84.5,0,5.3,3.6,7.1,4.6,77.8,50.9,53.6,57.8,54.7,52.9,53.6,51.9,56.9,4,1,4,1,2,1,46.0,49.4,39.8,28.6,54.0,39.1,63.1,76.3,Good,44.6,0.2106
625,B.Tech/B.E.,Metallurgical Engineering,1,Computer Vision,NLP Engineer,AI/ML Product Companies,Higher Studies/Research,7.17,68.5,3,2.5,4.0,6.5,6.4,73.2,64.3,51.4,67.4,58.0,66.8,70.0,35.0,54.3,4,2,3,1,0,0,36.4,48.0,52.8,44.6,53.3,48.5,48.1,56.3,At-Risk,38.4,0.2308
626,BS (Data Science & AI),Textile Engineering,4,Applied Research,Data Engineer,Analytics/Data Services,Freelance/Remote Work,7.85,82.4,0,5.4,1.7,6.7,7.1,82.5,56.1,64.7,72.5,64.8,57.0,66.2,71.6,61.2,4,1,2,1,3,1,65.0,65.4,40.9,55.0,51.4,44.5,67.6,75.5,Good,47.6,0.5275
627,M.Tech/M.E.,Agricultural Engineering,3,Computer Vision,Data Analyst,Consulting,Entrepreneurship/Startup,8.23,79.0,0,5.3,1.3,5.9,4.5,93.3,59.7,52.6,73.5,59.2,56.0,68.1,62.5,80.3,1,0,2,1,5,0,30.6,40.4,44.1,37.8,46.3,37.2,76.6,85.0,Excellent,51.0,0.7213
628,MSc,Mathematics & Computing,2,Robotics,Conversational AI Engineer,GenAI Startups,Higher Studies/Research,6.66,84.2,0,2.3,1.9,6.9,6.0,75.7,52.7,57.3,54.5,68.8,52.0,59.3,72.1,62.5,3,1,0,1,0,1,30.9,39.8,36.3,27.3,54.9,34.4,72.1,74.9,Good,46.7,0.4954
629,BCA,Statistics,1,Applied Research,AI Research Scientist,Research Labs/Academia,Freelance/Remote Work,6.45,80.7,0,4.7,2.9,5.3,5.4,73.4,59.7,55.6,59.2,68.6,51.5,70.7,54.1,71.5,3,1,1,1,0,2,38.6,46.1,51.8,48.1,54.6,42.6,51.8,70.9,Good,54.6,0.7039
630,M.Tech/M.E.,Business Administration,1,NLP,Data Analyst,HealthTech,Higher Studies/Research,8.01,88.9,0,3.7,1.7,7.6,4.7,69.4,31.9,34.2,43.8,56.8,44.9,60.2,52.2,48.0,1,1,3,1,0,1,14.0,41.3,25.6,23.6,50.7,31.5,15.2,76.9,Good,40.0,0.4021
631,B.Tech/B.E.,Pharmacy,4,Classical ML,Data Analyst,Consulting,Freelance/Remote Work,6.57,68.5,3,3.6,4.5,7.3,4.9,57.3,70.6,56.7,48.9,61.5,66.3,64.6,52.1,48.2,4,1,1,0,1,0,65.5,63.7,55.1,38.2,38.2,41.0,50.4,53.3,At-Risk,37.0,0.1426
632,BCA,Mathematics & Computing,1,MLOps,AI Trainer RLHF Specialist,GenAI Startups,Job Placement,7.0,99.3,1,4.7,2.2,7.1,3.5,68.8,31.7,30.8,61.1,49.8,31.3,62.6,62.8,53.4,3,1,0,0,0,0,43.9,33.3,51.3,23.9,49.0,26.5,35.6,69.1,Average,43.2,0.2288
633,B.Tech/B.E.,Mathematics & Computing,2,Generative AI,Data Engineer,Analytics/Data Services,Freelance/Remote Work,6.84,82.2,0,5.2,1.3,5.7,5.8,58.8,23.7,23.4,38.9,35.3,26.2,47.0,52.0,68.7,2,0,2,1,0,0,31.9,22.0,52.4,13.2,31.5,26.9,29.3,69.5,Good,25.1,0.1054
634,BCA,Computer Science,1,Applied Research,Data Scientist,HealthTech,Job Placement,7.09,69.4,2,2.7,2.2,6.9,4.8,63.6,40.7,40.8,48.0,60.6,61.9,50.2,48.4,52.6,2,0,2,2,0,1,47.1,56.3,38.2,35.0,25.8,33.4,65.9,57.9,At-Risk,39.7,0.2011
635,B.Tech/B.E.,Agricultural Engineering,1,Classical ML,Reinforcement Learning Engineer,GenAI Startups,Freelance/Remote Work,7.09,79.5,2,5.5,5.0,5.3,4.3,67.3,86.0,37.9,58.9,39.6,51.1,67.2,73.4,58.7,5,4,1,2,5,1,75.2,56.3,68.5,62.7,51.8,41.0,41.9,55.2,At-Risk,50.4,0.6477
636,B.Tech/B.E.,Mechanical Engineering,3,Robotics,AI Trainer RLHF Specialist,GenAI Startups,Freelance/Remote Work,6.98,85.3,1,4.7,2.6,6.7,5.4,56.9,37.7,59.3,51.9,46.4,47.2,68.4,48.1,61.4,4,0,3,1,1,1,54.2,44.8,50.8,36.5,44.1,43.8,32.1,65.0,Average,42.2,0.5019
637,PhD,Mechanical Engineering,2,Computer Vision,Cloud DevOps Engineer,Government/PSU,Higher Studies/Research,5.37,74.8,1,2.3,4.0,6.7,6.6,59.3,47.6,26.2,38.1,60.0,58.6,53.4,33.1,31.3,4,1,4,2,2,0,62.9,62.3,45.7,35.8,37.7,35.2,46.1,53.6,At-Risk,45.8,0.3358
638,B.Tech/B.E.,Computer Science,4,Data Engineering,Data Engineer,Analytics/Data Services,Job Placement,6.21,83.8,1,5.1,2.4,7.2,5.1,64.9,73.7,50.4,49.5,41.2,48.4,33.8,49.7,57.1,5,0,2,2,1,0,64.0,36.8,45.4,45.6,44.7,47.6,61.9,74.7,Good,49.1,0.7931
639,M.Tech/M.E.,Electronics & Communication,2,Data Engineering,Reinforcement Learning Engineer,GenAI Startups,Entrepreneurship/Startup,6.53,60.8,3,4.3,2.8,6.3,5.9,52.1,71.9,63.9,69.0,39.1,47.0,64.0,77.7,63.8,3,1,1,2,1,0,54.9,67.9,27.9,25.9,53.4,38.4,40.2,51.7,At-Risk,40.5,0.3411
640,MCA,Electronics & Communication,3,MLOps,Data Engineer,GenAI Startups,Career Switch/Upskilling,6.16,57.6,2,4.8,1.3,7.2,5.6,80.3,73.1,49.8,72.1,63.4,33.1,65.1,55.8,55.9,0,0,1,2,2,0,43.3,58.4,39.4,24.1,45.3,34.3,23.2,64.6,Average,45.8,0.7212
641,M.Tech/M.E.,Electronics & Instrumentation,3,Data Engineering,Data Analyst,Consulting,Freelance/Remote Work,5.75,82.8,2,3.9,4.0,6.6,4.6,67.1,61.6,46.0,50.8,54.2,51.9,54.0,74.3,70.2,5,3,3,1,1,0,55.4,63.5,64.9,42.1,58.9,35.5,73.8,59.6,Average,52.2,0.4207
642,B.Tech/B.E.,Mass Communication,3,Applied Research,AI Research Scientist,GenAI Startups,Entrepreneurship/Startup,7.84,86.1,0,5.6,2.4,6.3,7.3,73.9,45.1,36.0,54.1,69.0,44.1,57.2,78.2,68.0,3,2,2,0,0,0,39.6,28.8,60.8,38.4,56.4,27.3,52.7,86.5,Excellent,45.1,0.5714
643,B.Tech/B.E.,Physics,2,Computer Vision,Software Engineer Backend,AI/ML Product Companies,Higher Studies/Research,5.46,63.7,3,5.8,3.6,5.8,6.7,64.7,66.3,54.2,59.3,25.5,41.1,49.1,62.3,65.9,4,1,0,2,1,0,44.4,46.6,44.9,53.5,43.4,42.8,63.2,54.0,At-Risk,43.1,0.4333
644,BS (Data Science & AI),Mathematics & Computing,1,MLOps,Data Engineer,Core Product Engineering,Career Switch/Upskilling,5.87,78.4,2,3.1,2.4,6.5,4.9,52.3,46.9,19.3,49.7,36.7,38.8,44.2,28.2,35.2,2,2,2,2,0,0,37.6,43.6,35.8,13.9,49.8,31.2,31.9,59.2,Average,34.4,0.1863
645,M.Tech/M.E.,Civil Engineering,2,MLOps,Reinforcement Learning Engineer,Freelance/Remote-Global,Entrepreneurship/Startup,5.56,75.9,2,5.0,3.6,6.5,6.2,53.8,75.6,41.2,52.2,36.4,48.9,47.7,77.4,74.4,3,2,1,2,2,0,40.3,54.6,44.8,44.4,45.4,50.7,39.6,41.8,At-Risk,36.9,0.0487
646,B.Tech/B.E.,Automobile Engineering,2,Applied Research,Conversational AI Engineer,HealthTech,Freelance/Remote Work,7.37,77.5,1,5.2,1.5,6.1,5.9,71.9,49.2,30.3,67.2,57.1,70.5,67.7,75.3,61.8,4,2,3,1,1,0,57.2,48.8,62.6,50.8,56.8,38.8,8.5,70.4,Good,45.2,0.2852
647,B.Tech/B.E.,Mathematics & Computing,4,MLOps,Analytics Engineer,Government/PSU,Entrepreneurship/Startup,6.38,94.2,0,5.2,2.5,6.4,4.0,76.6,76.2,57.4,64.9,68.5,40.9,60.6,83.6,70.2,4,1,1,2,3,2,53.5,65.6,69.0,50.9,57.6,47.2,82.3,67.9,Average,47.8,0.3279
648,BS (Data Science & AI),Statistics,2,Generative AI,AI Research Scientist,Research Labs/Academia,Job Placement,5.85,72.3,1,3.7,4.1,6.1,5.5,68.0,55.7,42.2,63.7,46.8,36.1,66.6,57.7,70.3,6,0,1,2,2,0,68.1,47.5,54.3,54.8,42.2,47.4,40.8,68.4,Good,45.7,0.1994
649,MCA,AI & Data Science,3,NLP,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,5.68,78.9,2,5.0,2.6,6.7,4.6,57.1,72.7,62.1,45.1,52.0,60.7,51.3,57.2,64.4,3,1,2,1,0,1,67.5,67.3,47.0,6.2,30.2,42.9,73.4,60.2,Average,45.0,0.5389
650,M.Tech/M.E.,Civil Engineering,1,MLOps,Generative AI Engineer,AI/ML Product Companies,Higher Studies/Research,7.14,70.5,0,4.0,2.9,4.9,5.9,79.6,60.1,53.2,64.2,53.2,38.8,64.5,79.3,74.2,2,2,2,1,1,0,59.5,47.0,60.4,35.9,57.2,38.3,46.0,83.2,Excellent,45.1,0.6697
651,B.Tech/B.E.,Statistics,1,Computer Vision,AI Trainer RLHF Specialist,AI/ML Product Companies,Higher Studies/Research,7.8,96.4,0,5.9,1.9,6.2,3.6,80.6,82.8,72.3,61.8,69.5,62.8,64.4,48.8,65.1,3,1,4,2,4,2,39.3,62.0,38.1,24.4,51.2,46.1,59.6,80.3,Excellent,52.2,0.8818
652,BS (Data Science & AI),Pharmacy,2,Data Engineering,NLP Engineer,FinTech,Entrepreneurship/Startup,8.16,91.9,0,3.6,1.9,7.5,5.7,84.2,66.5,76.4,72.3,87.0,56.2,71.6,71.6,69.3,4,0,2,1,2,2,59.7,51.2,36.4,34.0,49.6,44.4,49.4,84.1,Excellent,58.6,0.7922
653,M.Tech/M.E.,Electronics & Communication,4,Classical ML,Applied Scientist,HealthTech,Entrepreneurship/Startup,6.73,85.4,1,6.2,5.0,5.0,3.3,63.6,78.3,53.9,67.6,44.1,59.3,62.6,95.6,84.6,5,3,3,1,5,0,69.6,55.8,68.6,74.6,54.5,47.0,54.6,68.1,Good,53.6,0.6608
654,BS (Data Science & AI),Agricultural Engineering,3,Generative AI,Data Analyst,Autonomous Systems/Robotics,Entrepreneurship/Startup,7.72,83.0,0,6.5,2.3,7.5,5.2,89.6,72.8,78.3,65.0,57.1,45.3,78.3,50.2,75.8,3,1,2,0,0,1,35.6,61.5,40.2,22.6,57.7,40.8,63.4,83.1,Excellent,56.6,0.6642
655,B.Tech/B.E.,AI & Data Science,3,Classical ML,Reinforcement Learning Engineer,Research Labs/Academia,Higher Studies/Research,7.54,81.6,2,3.8,3.0,6.4,7.0,75.7,68.7,55.1,63.0,74.3,66.8,75.3,46.0,64.2,5,3,3,1,3,3,31.0,48.1,58.1,24.8,30.6,36.7,62.1,64.8,Average,50.4,0.2844
656,M.Tech/M.E.,Food Technology,1,MLOps,Applied Scientist,HealthTech,Job Placement,7.32,92.2,1,5.3,2.9,6.3,4.6,73.4,66.4,53.7,80.2,63.2,70.9,69.1,69.2,82.3,2,2,2,1,0,2,30.2,54.8,51.6,38.5,54.3,44.3,55.7,90.8,Excellent,57.3,0.9235
657,B.Tech/B.E.,Metallurgical Engineering,4,Computer Vision,AI Trainer RLHF Specialist,AI/ML Product Companies,Government Exams,8.18,72.8,0,2.7,0.6,7.3,7.6,88.5,43.2,62.1,51.2,89.0,39.2,65.8,77.9,84.1,3,0,2,0,0,1,29.6,43.2,42.4,24.5,49.3,30.2,46.1,74.2,Good,50.9,0.5345
658,B.Tech/B.E.,Pharmacy,1,MLOps,Prompt Engineer,AI/ML Product Companies,Job Placement,5.84,82.1,4,3.3,3.4,7.7,2.9,69.1,35.3,30.1,49.7,27.3,50.6,60.0,53.9,53.3,4,0,2,2,0,0,29.1,37.5,43.7,24.0,37.2,28.2,41.7,45.1,At-Risk,33.6,0.3871
659,B.Tech/B.E.,Computer Science,3,MLOps,AI Research Scientist,Research Labs/Academia,Entrepreneurship/Startup,7.15,76.8,1,4.3,2.5,6.2,5.7,72.0,64.1,65.6,64.5,51.9,66.9,58.8,86.0,81.8,8,2,2,1,2,1,66.3,70.5,48.4,44.0,68.5,45.1,74.9,72.5,Good,50.5,0.2263
660,MSc,AI & Data Science,1,Applied Research,AI Product Manager,AI/ML Product Companies,Job Placement,7.84,92.8,0,3.3,3.0,5.4,4.0,69.5,76.7,74.9,79.3,62.4,43.6,83.1,43.4,71.9,4,0,2,1,3,0,39.1,60.6,33.9,33.2,57.9,49.3,81.0,84.1,Excellent,54.4,0.8407
661,BS (Data Science & AI),Mathematics & Computing,3,Generative AI,Generative AI Engineer,AI/ML Product Companies,Entrepreneurship/Startup,7.66,86.8,0,4.8,0.0,4.7,5.2,65.9,67.1,54.4,54.1,78.1,32.9,61.6,63.1,69.8,2,0,2,0,0,0,19.2,51.0,28.9,17.6,38.4,29.7,62.1,70.5,Good,38.6,0.5949
662,PhD,Civil Engineering,2,MLOps,NLP Engineer,AI/ML Product Companies,Freelance/Remote Work,9.01,90.9,0,2.3,2.8,7.3,5.2,85.4,59.1,55.8,63.3,75.7,50.4,78.6,71.4,70.9,3,2,4,2,0,1,35.8,47.7,38.2,40.3,76.5,36.9,53.4,90.8,Excellent,52.5,0.6696
663,BCA,Mathematics & Computing,1,Generative AI,AI/ML Engineer,AI/ML Product Companies,Freelance/Remote Work,6.11,63.6,3,1.9,2.6,6.3,5.3,55.1,69.0,59.8,70.4,39.7,41.8,43.0,59.5,72.0,4,0,2,1,3,0,26.4,64.4,49.2,35.4,36.8,42.1,51.8,47.7,At-Risk,36.5,0.4075
664,BCA,AI & Data Science,4,Robotics,NLP Engineer,GenAI Startups,Job Placement,5.16,76.1,1,3.1,3.4,4.3,5.2,67.8,37.9,52.6,59.2,26.1,56.8,55.8,18.7,36.3,3,3,2,1,0,0,56.0,51.1,36.4,26.1,36.7,31.1,57.8,68.3,Good,32.7,0.4997
665,B.Tech/B.E.,Business Administration,3,Applied Research,Reinforcement Learning Engineer,GenAI Startups,Higher Studies/Research,7.42,66.7,0,3.5,2.5,6.3,5.4,62.3,63.2,60.8,44.0,62.7,59.7,73.6,57.1,66.3,1,3,3,2,1,0,29.6,45.6,44.1,39.6,29.9,42.3,67.1,70.6,Good,47.2,0.6422
666,M.Tech/M.E.,Metallurgical Engineering,1,Data Engineering,MLOps Engineer,Core Product Engineering,Career Switch/Upskilling,4.7,66.8,4,3.4,2.3,7.8,5.0,55.8,65.4,33.1,57.9,21.0,45.4,37.2,47.1,52.7,3,0,0,1,4,0,42.5,72.3,35.3,20.1,26.9,29.3,48.2,43.3,At-Risk,27.3,0.0655
667,M.Tech/M.E.,Commerce,1,NLP,Data Analyst,Analytics/Data Services,Job Placement,7.18,79.7,2,6.1,7.6,6.7,2.9,77.4,95.2,78.7,72.4,61.5,73.2,81.2,64.2,54.6,6,1,5,3,2,0,65.6,69.5,64.1,63.2,61.2,60.7,67.0,70.7,Good,59.6,0.657
668,B.Tech/B.E.,Chemical Engineering,1,Computer Vision,Computer Vision Engineer,AI/ML Product Companies,Career Switch/Upskilling,6.47,67.9,2,2.9,3.0,6.4,7.6,71.1,43.8,65.7,62.7,55.4,32.4,60.6,70.1,76.9,1,1,3,2,2,0,49.5,57.9,52.6,44.4,27.2,43.3,37.4,66.0,Average,42.3,0.5875
669,B.Tech/B.E.,Information Technology,1,Data Engineering,NLP Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.08,76.1,3,3.0,3.3,6.7,5.7,55.8,70.4,76.1,58.1,50.8,58.4,66.6,48.7,64.8,7,3,3,1,3,0,60.9,68.2,51.8,61.9,49.5,43.6,53.3,56.2,At-Risk,47.6,0.6796
670,B.Tech/B.E.,Commerce,2,Generative AI,Reinforcement Learning Engineer,GenAI Startups,Job Placement,7.91,70.2,0,5.4,5.5,7.2,6.7,77.5,69.3,56.7,65.0,53.3,60.9,70.5,88.3,74.2,6,2,4,1,3,1,40.7,56.3,70.5,40.0,40.4,50.0,38.7,84.2,Excellent,58.0,0.8371
671,M.Tech/M.E.,Food Technology,1,Generative AI,Generative AI Engineer,GenAI Startups,Government Exams,7.46,86.9,1,6.6,3.7,6.2,5.1,74.9,54.0,36.6,60.5,50.7,64.4,63.5,46.1,50.8,4,1,3,2,1,0,34.8,42.7,55.0,27.3,55.2,41.9,36.2,80.8,Excellent,39.4,0.6767
672,B.Tech/B.E.,Computer Science,1,Robotics,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,7.24,88.8,3,7.7,2.4,7.0,3.6,67.1,65.4,62.9,57.9,51.2,66.8,69.0,76.4,74.5,5,2,4,1,2,0,53.5,50.1,51.1,40.9,50.1,45.2,27.1,58.4,At-Risk,47.3,0.5382
673,M.Tech/M.E.,Mathematics & Computing,2,NLP,Generative AI Engineer,GenAI Startups,Entrepreneurship/Startup,8.47,89.8,0,4.5,1.8,6.4,2.3,87.9,56.1,65.0,57.9,84.4,34.4,85.1,58.1,72.8,3,0,3,0,0,1,32.5,62.9,34.2,7.4,37.5,33.9,46.1,92.0,Excellent,48.5,0.7966
674,B.Tech/B.E.,Electronics & Instrumentation,1,Data Engineering,Robotics Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,8.82,80.7,0,4.1,4.5,5.8,4.8,89.9,51.9,45.9,50.2,95.2,40.9,74.5,73.5,80.4,3,3,3,2,3,2,41.6,52.6,61.5,33.3,51.5,39.1,40.7,83.4,Excellent,47.1,0.5985
675,B.Tech/B.E.,Automobile Engineering,4,Classical ML,Reinforcement Learning Engineer,FinTech,Higher Studies/Research,6.72,83.5,1,4.1,1.6,6.9,4.6,66.3,51.2,46.2,68.4,50.4,46.6,51.1,69.1,76.7,2,3,3,0,0,1,57.7,42.3,46.9,18.7,62.5,32.6,28.7,69.5,Average,36.9,0.2131
676,M.Tech/M.E.,Mechanical Engineering,4,Robotics,Cloud DevOps Engineer,Consulting,Government Exams,8.55,87.3,0,7.0,3.7,5.2,3.8,88.0,32.7,38.6,71.0,67.4,59.5,78.9,69.6,80.9,6,3,6,1,3,1,35.8,47.5,56.0,40.4,59.3,37.1,34.2,90.3,Excellent,53.7,0.5398
677,B.Tech/B.E.,Pharmacy,4,Classical ML,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,7.21,79.9,1,3.3,3.4,7.6,3.7,73.0,41.7,45.8,42.7,63.2,56.6,47.7,51.8,67.6,1,0,3,1,0,0,52.8,56.9,37.1,17.2,40.0,39.7,52.2,79.1,Good,47.5,0.227
678,MCA,Electronics & Communication,1,NLP,Applied Scientist,AI/ML Product Companies,Entrepreneurship/Startup,7.99,84.4,0,3.7,1.3,7.4,5.6,78.0,58.6,53.9,48.0,72.0,49.4,63.8,89.2,76.8,0,1,1,1,0,3,41.7,45.1,51.5,39.8,44.3,32.6,45.9,82.2,Excellent,48.4,0.794
679,B.Tech/B.E.,AI & Data Science,3,Robotics,Robotics Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.68,87.0,0,4.4,2.8,6.9,5.4,67.4,69.4,50.0,67.1,54.0,65.7,62.5,46.5,40.8,5,1,3,0,3,1,53.2,49.5,65.3,50.1,53.5,42.5,31.5,74.4,Good,41.5,0.3887
680,MSc,Electrical Engineering,3,Robotics,AI Trainer RLHF Specialist,GenAI Startups,Freelance/Remote Work,6.81,73.8,1,1.4,1.1,6.6,4.9,57.5,62.1,56.8,65.9,44.7,21.2,60.8,72.5,64.0,3,0,1,0,0,0,48.0,41.5,24.8,34.7,38.0,30.7,62.0,62.8,Average,45.2,0.4628
681,BCA,Electronics & Communication,4,Computer Vision,Data Engineer,Analytics/Data Services,Higher Studies/Research,7.99,89.8,2,3.9,2.7,5.7,4.3,80.5,64.4,74.6,73.7,67.2,73.2,56.3,29.0,51.7,5,3,2,1,2,0,43.3,55.3,41.1,48.8,43.8,49.7,78.7,75.0,Good,53.8,0.7315
682,MSc,Computer Science,1,Robotics,Data Engineer,Core Product Engineering,Higher Studies/Research,6.79,72.1,3,3.9,2.5,5.9,4.2,66.9,67.6,62.0,53.4,56.3,34.7,54.0,63.2,57.5,1,2,3,2,2,0,42.0,45.8,48.2,45.5,46.1,36.9,57.3,57.3,At-Risk,40.6,0.5369
683,B.Tech/B.E.,Computer Science,2,NLP,Analytics Engineer,Analytics/Data Services,Freelance/Remote Work,7.32,92.1,0,7.0,3.8,7.0,4.8,87.8,69.3,74.1,66.6,62.6,64.6,54.0,58.5,51.2,4,1,3,1,3,0,68.7,60.8,40.4,45.7,73.7,47.3,50.0,93.5,Excellent,58.0,0.4895
684,B.Tech/B.E.,Mathematics & Computing,4,Data Engineering,Analytics Engineer,Analytics/Data Services,Career Switch/Upskilling,5.96,74.6,1,3.5,3.1,6.6,3.3,66.6,59.2,24.3,67.4,42.9,33.5,53.0,71.0,63.8,3,4,2,3,2,0,42.4,40.2,50.6,40.0,41.3,34.4,60.6,67.8,Average,40.6,0.3204
685,MSc,Robotics,4,Applied Research,Robotics Engineer,GenAI Startups,Career Switch/Upskilling,7.26,72.8,2,1.8,1.8,6.2,4.4,64.4,52.2,64.3,59.9,54.4,15.6,63.1,48.7,57.9,3,0,2,0,1,0,40.0,49.4,45.2,17.5,32.5,28.5,45.1,60.4,Average,28.4,0.1194
686,PhD,Business Administration,2,Computer Vision,AI/ML Engineer,AI/ML Product Companies,Job Placement,6.42,74.0,0,3.8,1.8,6.5,5.1,61.7,69.1,74.4,72.6,43.5,60.1,64.0,52.1,53.1,4,1,3,2,1,0,46.8,64.3,36.1,19.3,49.5,44.1,41.5,66.3,Average,46.3,0.8937
687,BCA,Statistics,3,Applied Research,Applied Scientist,Research Labs/Academia,Job Placement,7.77,76.9,0,4.1,0.1,5.6,2.9,83.8,60.9,61.1,52.5,52.8,31.9,56.6,56.6,74.9,3,0,0,0,2,2,33.3,37.0,33.8,15.1,60.1,34.8,40.1,70.6,Good,41.4,0.2798
688,B.Tech/B.E.,Robotics,4,Computer Vision,Data Engineer,Core Product Engineering,Government Exams,6.79,68.9,1,2.0,1.2,6.6,5.6,66.0,55.1,61.2,60.4,49.6,30.2,65.4,51.9,64.2,1,0,2,0,0,0,31.1,21.4,51.2,33.8,43.3,28.9,53.5,63.0,Average,42.7,0.3696
689,B.Tech/B.E.,AI & Data Science,1,Classical ML,Generative AI Engineer,Government/PSU,Government Exams,7.59,86.4,0,3.8,1.9,6.9,5.1,69.3,61.1,55.5,71.3,57.1,56.1,66.5,48.2,54.1,4,0,1,1,0,1,39.8,42.6,45.0,37.7,44.2,43.3,39.2,76.9,Good,50.4,0.6926
690,B.Tech/B.E.,Textile Engineering,1,Robotics,AI Transformation Consultant,Core Product Engineering,Freelance/Remote Work,6.9,63.7,0,2.8,0.0,6.6,5.6,68.4,42.2,42.8,46.4,57.3,42.5,61.4,55.0,48.4,1,3,1,1,0,0,44.6,42.3,25.7,23.8,23.5,32.6,60.9,76.9,Good,43.0,0.1545
691,BCA,Information Technology,3,NLP,NLP Engineer,GenAI Startups,Freelance/Remote Work,7.39,59.8,2,4.2,4.5,6.4,5.6,74.0,57.7,56.2,57.2,53.3,58.3,63.7,32.2,48.4,6,2,2,1,2,1,78.0,45.6,33.0,21.6,45.3,39.6,44.0,69.9,Average,46.7,0.814
692,M.Tech/M.E.,Food Technology,1,Generative AI,Data Analyst,Analytics/Data Services,Higher Studies/Research,6.6,76.8,3,2.4,3.4,6.4,4.2,46.3,36.5,54.8,42.8,57.4,32.9,48.2,61.8,52.9,2,1,2,1,0,1,32.6,46.4,42.1,35.7,13.3,28.6,66.9,58.3,Average,38.2,0.1459
693,B.Tech/B.E.,Design,3,Applied Research,MLOps Engineer,AI/ML Product Companies,Government Exams,7.83,76.4,1,4.5,3.8,6.4,5.7,72.3,85.9,86.1,78.8,51.2,67.6,65.9,63.5,78.8,6,4,3,2,4,0,68.5,64.5,49.3,44.0,66.0,47.3,72.8,65.9,Average,60.6,0.8395
694,B.Tech/B.E.,Civil Engineering,2,Robotics,AI/ML Engineer,AI/ML Product Companies,Higher Studies/Research,8.75,92.5,0,3.5,2.9,5.2,3.9,80.1,72.6,65.2,52.5,80.0,45.5,73.7,84.1,98.0,4,1,1,3,5,1,44.0,52.6,57.9,40.7,48.1,51.7,58.7,80.9,Excellent,60.0,0.8821
